time,close,high,low,open,time,volumefrom,volumeto
2018-01-11 19:00:00,229.37,235.19,227.3,234.31,2018-01-11 19:00:00,33610.14,7771163.24
2018-01-11 20:00:00,230.96,232.82,226.17,229.37,2018-01-11 20:00:00,32223.02,7411539.16
2018-01-11 21:00:00,229.8,231.45,228.04,230.96,2018-01-11 21:00:00,28859.01,6637082.08
2018-01-11 22:00:00,225.27,230.73,223.69,229.78,2018-01-11 22:00:00,35043.36,7949892.23
2018-01-11 23:00:00,226.53,227.26,220.27,225.21,2018-01-11 23:00:00,55588.56,12410915.37
2018-01-12 00:00:00,223.34,226.56,219.62,226.53,2018-01-12 00:00:00,40408.11,8995313.98
2018-01-12 01:00:00,229.66,229.69,222.74,223.43,2018-01-12 01:00:00,29351.4,6639564.19
2018-01-12 02:00:00,231.16,232.48,228.35,229.66,2018-01-12 02:00:00,28838.1,6655453.16
2018-01-12 03:00:00,233.4,234.09,229.61,231.16,2018-01-12 03:00:00,26843.92,6224167.39
2018-01-12 04:00:00,233.04,234.1,230.61,233.37,2018-01-12 04:00:00,34882.01,8095152.43
2018-01-12 05:00:00,231.92,234.33,230.64,233.03,2018-01-12 05:00:00,28627.66,6655812.53
2018-01-12 06:00:00,234.59,235.39,231.86,231.86,2018-01-12 06:00:00,21656.73,5069587.95
2018-01-12 07:00:00,232.59,235.17,232.59,234.68,2018-01-12 07:00:00,18809.54,4403595.75
2018-01-12 08:00:00,230.69,233.74,229.77,232.59,2018-01-12 08:00:00,19695.7,4562211.93
2018-01-12 09:00:00,230.53,230.88,227.35,230.69,2018-01-12 09:00:00,13639.0,3132501.47
2018-01-12 10:00:00,237.14,237.47,230.32,230.53,2018-01-12 10:00:00,22684.63,5342518.9
2018-01-12 11:00:00,238.39,240.12,236.75,237.14,2018-01-12 11:00:00,26559.6,6352489.96
2018-01-12 12:00:00,240.79,240.94,236.39,238.39,2018-01-12 12:00:00,25824.01,6169406.91
2018-01-12 13:00:00,239.02,241.83,237.92,240.79,2018-01-12 13:00:00,30412.21,7305544.79
2018-01-12 14:00:00,239.67,239.74,236.94,239.03,2018-01-12 14:00:00,27025.06,6450927.52
2018-01-12 15:00:00,233.72,240.14,233.3,239.67,2018-01-12 15:00:00,30861.27,7294265.04
2018-01-12 16:00:00,232.1,235.32,230.22,233.72,2018-01-12 16:00:00,24786.78,5760700.29
2018-01-12 17:00:00,232.51,233.64,230.44,232.1,2018-01-12 17:00:00,23564.42,5479082.1
2018-01-12 18:00:00,230.71,232.66,229.63,232.51,2018-01-12 18:00:00,22471.04,5194848.37
2018-01-12 19:00:00,234.84,235.39,230.02,230.71,2018-01-12 19:00:00,21453.79,5002953.0
2018-01-12 20:00:00,236.21,236.74,233.77,234.84,2018-01-12 20:00:00,24028.19,5660687.15
2018-01-12 21:00:00,234.71,236.33,233.86,236.21,2018-01-12 21:00:00,18822.72,4422294.56
2018-01-12 22:00:00,233.37,234.77,232.38,234.71,2018-01-12 22:00:00,18200.23,4248797.25
2018-01-12 23:00:00,235.35,236.0,232.87,233.38,2018-01-12 23:00:00,22132.85,5187458.74
2018-01-13 00:00:00,240.25,240.51,235.3,235.35,2018-01-13 00:00:00,38218.96,9087173.8
2018-01-13 01:00:00,239.71,240.87,238.93,240.34,2018-01-13 01:00:00,27591.66,6620690.66
2018-01-13 02:00:00,239.18,239.85,238.43,239.71,2018-01-13 02:00:00,19968.35,4774505.74
2018-01-13 03:00:00,239.02,239.4,236.03,239.18,2018-01-13 03:00:00,19465.9,4626802.68
2018-01-13 04:00:00,239.42,239.91,236.69,239.01,2018-01-13 04:00:00,27809.33,6631668.04
2018-01-13 05:00:00,240.51,240.76,239.0,239.42,2018-01-13 05:00:00,19480.16,4676296.63
2018-01-13 06:00:00,241.04,241.1,239.46,240.68,2018-01-13 06:00:00,21598.26,5188048.55
2018-01-13 07:00:00,245.74,246.68,240.7,241.04,2018-01-13 07:00:00,40210.13,9840898.48
2018-01-13 08:00:00,244.09,245.93,242.93,245.74,2018-01-13 08:00:00,20426.05,4994068.49
2018-01-13 09:00:00,243.35,244.16,241.88,244.09,2018-01-13 09:00:00,13078.14,3177655.45
2018-01-13 10:00:00,243.36,243.78,242.44,243.35,2018-01-13 10:00:00,14090.83,3429672.34
2018-01-13 11:00:00,244.35,244.45,242.64,243.35,2018-01-13 11:00:00,12201.67,2972407.19
2018-01-13 12:00:00,246.6,246.77,243.71,244.35,2018-01-13 12:00:00,21699.99,5331719.16
2018-01-13 13:00:00,248.27,248.76,246.31,246.6,2018-01-13 13:00:00,32334.31,8019070.92
2018-01-13 14:00:00,247.36,249.21,246.14,248.27,2018-01-13 14:00:00,25632.92,6350662.13
2018-01-13 15:00:00,243.67,247.64,242.91,247.36,2018-01-13 15:00:00,32083.62,7846721.08
2018-01-13 16:00:00,246.3,247.24,243.47,243.67,2018-01-13 16:00:00,25433.37,6260877.98
2018-01-13 17:00:00,247.33,247.88,245.56,246.3,2018-01-13 17:00:00,24563.18,6061360.27
2018-01-13 18:00:00,247.94,248.44,246.95,247.42,2018-01-13 18:00:00,23977.76,5937322.78
2018-01-13 19:00:00,246.86,250.04,246.86,247.94,2018-01-13 19:00:00,33231.93,8271238.66
2018-01-13 20:00:00,248.15,248.69,246.59,246.86,2018-01-13 20:00:00,18518.5,4591869.68
2018-01-13 21:00:00,248.0,248.49,246.69,248.25,2018-01-13 21:00:00,19611.3,4860611.27
2018-01-13 22:00:00,262.14,262.18,247.92,248.0,2018-01-13 22:00:00,86134.26,22011672.94
2018-01-13 23:00:00,257.94,262.87,254.92,262.14,2018-01-13 23:00:00,95847.28,24778196.25
2018-01-14 00:00:00,262.31,266.87,257.06,257.94,2018-01-14 00:00:00,81190.24,21308035.96
2018-01-14 01:00:00,264.04,268.81,260.4,262.31,2018-01-14 01:00:00,63277.16,16734311.57
2018-01-14 02:00:00,257.71,264.34,255.81,264.04,2018-01-14 02:00:00,39618.26,10280513.49
2018-01-14 03:00:00,255.62,257.78,253.82,257.71,2018-01-14 03:00:00,27054.04,6918158.96
2018-01-14 04:00:00,247.79,258.96,246.64,255.61,2018-01-14 04:00:00,60458.73,15202429.37
2018-01-14 05:00:00,246.02,250.0,241.94,247.79,2018-01-14 05:00:00,51213.98,12535646.27
2018-01-14 06:00:00,246.84,248.37,245.57,246.02,2018-01-14 06:00:00,18012.04,4447904.14
2018-01-14 07:00:00,244.52,247.01,242.92,246.84,2018-01-14 07:00:00,17623.05,4309366.08
2018-01-14 08:00:00,243.51,246.73,242.61,244.5,2018-01-14 08:00:00,14692.35,3599304.78
2018-01-14 09:00:00,240.48,243.62,239.03,243.51,2018-01-14 09:00:00,22875.8,5498049.81
2018-01-14 10:00:00,239.57,240.95,238.9,240.48,2018-01-14 10:00:00,14411.67,3460653.67
2018-01-14 11:00:00,239.36,240.11,237.58,239.57,2018-01-14 11:00:00,22581.13,5379363.96
2018-01-14 12:00:00,234.23,239.47,233.88,239.35,2018-01-14 12:00:00,34111.32,8018602.05
2018-01-14 13:00:00,241.38,241.88,234.04,234.23,2018-01-14 13:00:00,33712.51,8020662.76
2018-01-14 14:00:00,240.15,241.4,238.46,241.38,2018-01-14 14:00:00,16957.07,4073918.96
2018-01-14 15:00:00,237.14,240.24,231.43,240.15,2018-01-14 15:00:00,50094.91,11719289.21
2018-01-14 16:00:00,240.68,240.81,233.77,237.15,2018-01-14 16:00:00,32936.53,7835441.71
2018-01-14 17:00:00,242.54,242.56,238.42,240.68,2018-01-14 17:00:00,25893.74,6221367.05
2018-01-14 18:00:00,241.28,243.03,240.43,242.54,2018-01-14 18:00:00,22411.07,5428666.58
2018-01-14 19:00:00,237.25,241.76,236.91,241.28,2018-01-14 19:00:00,25343.08,6061208.28
2018-01-14 20:00:00,239.98,240.5,236.24,237.3,2018-01-14 20:00:00,28280.71,6749191.79
2018-01-14 21:00:00,237.39,240.11,237.39,239.98,2018-01-14 21:00:00,15033.85,3590250.39
2018-01-14 22:00:00,240.38,240.61,237.33,237.38,2018-01-14 22:00:00,15248.34,3642462.66
2018-01-14 23:00:00,236.86,241.03,236.71,240.32,2018-01-14 23:00:00,33705.61,8048900.37
2018-01-15 00:00:00,239.79,240.12,236.13,236.86,2018-01-15 00:00:00,26340.85,6280271.49
2018-01-15 01:00:00,238.61,240.45,238.55,239.79,2018-01-15 01:00:00,18227.02,4371067.47
2018-01-15 02:00:00,236.54,238.63,235.16,238.61,2018-01-15 02:00:00,26668.83,6311058.02
2018-01-15 03:00:00,236.62,237.19,234.46,236.52,2018-01-15 03:00:00,18815.05,4437036.36
2018-01-15 04:00:00,236.75,237.69,236.49,236.59,2018-01-15 04:00:00,17099.3,4054384.54
2018-01-15 05:00:00,236.51,237.1,235.28,236.75,2018-01-15 05:00:00,13811.84,3262345.11
2018-01-15 06:00:00,238.97,239.49,236.52,236.52,2018-01-15 06:00:00,13722.91,3277755.75
2018-01-15 07:00:00,237.18,239.02,236.93,238.97,2018-01-15 07:00:00,8646.48,2057067.02
2018-01-15 08:00:00,235.93,237.5,235.15,237.18,2018-01-15 08:00:00,14925.79,3527177.09
2018-01-15 09:00:00,237.33,238.79,235.61,235.93,2018-01-15 09:00:00,9394.28,2225307.74
2018-01-15 10:00:00,238.43,239.11,236.93,237.25,2018-01-15 10:00:00,9870.38,2351884.64
2018-01-15 11:00:00,236.76,238.85,234.45,238.4,2018-01-15 11:00:00,29932.79,7071415.12
2018-01-15 12:00:00,242.1,242.2,235.46,236.76,2018-01-15 12:00:00,31631.16,7542824.03
2018-01-15 13:00:00,242.06,243.5,241.43,242.1,2018-01-15 13:00:00,24827.29,6023227.43
2018-01-15 14:00:00,240.38,244.4,240.36,242.06,2018-01-15 14:00:00,21150.73,5138815.72
2018-01-15 15:00:00,239.76,240.43,238.85,240.37,2018-01-15 15:00:00,16212.28,3889188.58
2018-01-15 16:00:00,241.16,241.34,239.34,239.76,2018-01-15 16:00:00,19092.2,4589382.8
2018-01-15 17:00:00,238.5,241.46,238.07,241.16,2018-01-15 17:00:00,18543.63,4447321.48
2018-01-15 18:00:00,238.0,238.77,237.48,238.5,2018-01-15 18:00:00,15554.74,3706755.14
2018-01-15 19:00:00,237.68,238.45,236.35,238.0,2018-01-15 19:00:00,16548.13,3927971.7
2018-01-15 20:00:00,235.93,238.15,235.68,237.68,2018-01-15 20:00:00,18188.89,4313150.22
2018-01-15 21:00:00,237.51,237.78,235.62,235.93,2018-01-15 21:00:00,19036.24,4501205.27
2018-01-15 22:00:00,235.24,237.55,234.6,237.52,2018-01-15 22:00:00,19192.06,4529576.43
2018-01-15 23:00:00,231.89,235.32,230.79,235.24,2018-01-15 23:00:00,38709.62,9012801.94
2018-01-16 00:00:00,226.93,232.4,224.51,231.89,2018-01-16 00:00:00,70180.56,15982125.99
2018-01-16 01:00:00,226.58,228.23,221.19,226.93,2018-01-16 01:00:00,79604.84,17850819.48
2018-01-16 02:00:00,226.03,226.63,220.58,226.58,2018-01-16 02:00:00,52413.22,11743384.87
2018-01-16 03:00:00,222.25,226.33,221.88,226.03,2018-01-16 03:00:00,43598.05,9772589.91
2018-01-16 04:00:00,223.76,224.47,221.21,222.25,2018-01-16 04:00:00,32677.62,7287545.67
2018-01-16 05:00:00,225.71,225.76,222.18,223.76,2018-01-16 05:00:00,21287.02,4765397.59
2018-01-16 06:00:00,225.66,226.28,224.76,225.71,2018-01-16 06:00:00,16040.88,3616617.79
2018-01-16 07:00:00,214.18,226.51,212.66,225.65,2018-01-16 07:00:00,49290.83,10811417.27
2018-01-16 08:00:00,205.52,215.49,188.73,214.09,2018-01-16 08:00:00,245691.69,49564173.19
2018-01-16 09:00:00,188.08,205.68,182.46,205.52,2018-01-16 09:00:00,158191.01,30698772.76
2018-01-16 10:00:00,196.16,201.58,187.91,188.08,2018-01-16 10:00:00,98566.56,19270595.99
2018-01-16 11:00:00,209.4,209.55,196.08,196.18,2018-01-16 11:00:00,78703.47,16047468.88
2018-01-16 12:00:00,202.79,210.48,197.99,209.39,2018-01-16 12:00:00,76780.31,15733122.14
2018-01-16 13:00:00,194.73,206.67,193.06,202.91,2018-01-16 13:00:00,75469.23,15079988.91
2018-01-16 14:00:00,201.75,206.41,193.81,194.85,2018-01-16 14:00:00,81075.39,16363512.32
2018-01-16 15:00:00,209.6,210.61,201.75,201.75,2018-01-16 15:00:00,64525.67,13337331.44
2018-01-16 16:00:00,202.06,209.81,201.25,209.6,2018-01-16 16:00:00,55546.0,11403752.58
2018-01-16 17:00:00,192.83,203.36,192.75,202.01,2018-01-16 17:00:00,92729.03,18291665.15
2018-01-16 18:00:00,191.91,193.23,185.28,192.74,2018-01-16 18:00:00,114072.94,21668553.8
2018-01-16 19:00:00,195.44,201.52,191.37,191.89,2018-01-16 19:00:00,74972.32,14811714.57
2018-01-16 20:00:00,188.06,198.14,186.47,195.43,2018-01-16 20:00:00,83890.34,16227277.63
2018-01-16 21:00:00,170.36,191.13,157.87,188.06,2018-01-16 21:00:00,290316.99,50131429.12
2018-01-16 22:00:00,181.3,183.17,147.78,169.89,2018-01-16 22:00:00,360252.62,59145266.14
2018-01-16 23:00:00,183.86,193.43,175.88,181.73,2018-01-16 23:00:00,128351.37,23641414.22
2018-01-17 00:00:00,183.98,204.56,183.64,183.7,2018-01-17 00:00:00,140181.52,27410216.31
2018-01-17 01:00:00,189.63,195.94,183.15,183.99,2018-01-17 01:00:00,93724.56,17894105.88
2018-01-17 02:00:00,177.9,190.41,176.27,189.63,2018-01-17 02:00:00,88672.06,16347975.46
2018-01-17 03:00:00,180.64,181.55,171.96,178.6,2018-01-17 03:00:00,93821.44,16573848.9
2018-01-17 04:00:00,184.87,188.76,174.63,180.64,2018-01-17 04:00:00,85091.9,15473354.37
2018-01-17 05:00:00,181.38,185.21,178.0,184.89,2018-01-17 05:00:00,51667.95,9402935.08
2018-01-17 06:00:00,183.33,187.65,180.9,181.38,2018-01-17 06:00:00,49594.14,9172131.79
2018-01-17 07:00:00,182.34,184.79,180.23,183.32,2018-01-17 07:00:00,39163.96,7141054.08
2018-01-17 08:00:00,178.28,182.63,174.43,182.34,2018-01-17 08:00:00,45393.55,8082674.8
2018-01-17 09:00:00,171.16,178.38,169.35,178.28,2018-01-17 09:00:00,44990.76,7813089.38
2018-01-17 10:00:00,162.94,171.36,162.77,171.25,2018-01-17 10:00:00,63742.92,10571943.99
2018-01-17 11:00:00,164.02,173.77,161.71,162.94,2018-01-17 11:00:00,82644.38,13721133.95
2018-01-17 12:00:00,166.23,173.19,161.41,164.02,2018-01-17 12:00:00,57594.99,9634631.6
2018-01-17 13:00:00,159.04,168.57,158.99,166.23,2018-01-17 13:00:00,59712.04,9765617.77
2018-01-17 14:00:00,144.41,159.47,143.72,159.04,2018-01-17 14:00:00,230423.37,34815869.68
2018-01-17 15:00:00,143.35,150.64,136.45,144.41,2018-01-17 15:00:00,234513.64,33742499.41
2018-01-17 16:00:00,171.68,172.23,142.73,143.36,2018-01-17 16:00:00,201538.48,31960817.41
2018-01-17 17:00:00,164.61,173.31,156.41,171.76,2018-01-17 17:00:00,173605.47,28672702.73
2018-01-17 18:00:00,156.59,164.96,155.84,164.61,2018-01-17 18:00:00,86812.81,13803149.37
2018-01-17 19:00:00,169.08,172.04,156.58,156.58,2018-01-17 19:00:00,96144.94,15843876.55
2018-01-17 20:00:00,180.44,181.0,167.03,169.06,2018-01-17 20:00:00,145844.74,25608360.27
2018-01-17 21:00:00,194.33,196.37,176.32,180.4,2018-01-17 21:00:00,187754.62,35091238.08
2018-01-17 22:00:00,188.63,201.41,184.66,194.33,2018-01-17 22:00:00,193829.92,37420343.79
2018-01-17 23:00:00,188.21,190.61,178.85,188.65,2018-01-17 23:00:00,120893.89,22411099.85
2018-01-18 00:00:00,189.99,190.32,180.22,188.14,2018-01-18 00:00:00,76749.6,14189395.58
2018-01-18 01:00:00,191.4,194.1,187.03,189.99,2018-01-18 01:00:00,73041.86,13899611.42
2018-01-18 02:00:00,194.9,197.13,190.97,191.39,2018-01-18 02:00:00,84814.3,16449007.52
2018-01-18 03:00:00,189.49,195.95,186.69,194.9,2018-01-18 03:00:00,71151.36,13665876.18
2018-01-18 04:00:00,184.38,193.9,184.28,189.49,2018-01-18 04:00:00,64274.96,12085452.69
2018-01-18 05:00:00,182.05,184.64,178.66,184.38,2018-01-18 05:00:00,65240.15,11822383.19
2018-01-18 06:00:00,185.81,186.87,182.02,182.05,2018-01-18 06:00:00,37842.62,6982889.91
2018-01-18 07:00:00,175.97,185.95,175.55,185.81,2018-01-18 07:00:00,47148.21,8456679.98
2018-01-18 08:00:00,177.3,181.13,175.46,175.97,2018-01-18 08:00:00,42299.83,7518627.4
2018-01-18 09:00:00,186.16,188.0,177.0,177.3,2018-01-18 09:00:00,38519.69,7087801.13
2018-01-18 10:00:00,188.72,189.32,184.81,186.16,2018-01-18 10:00:00,26691.91,4991656.59
2018-01-18 11:00:00,192.67,193.63,188.72,188.72,2018-01-18 11:00:00,39026.52,7493234.97
2018-01-18 12:00:00,195.85,201.13,192.32,192.67,2018-01-18 12:00:00,63846.51,12636292.59
2018-01-18 13:00:00,196.94,200.19,192.03,195.82,2018-01-18 13:00:00,52954.81,10391473.35
2018-01-18 14:00:00,204.7,205.03,195.87,196.92,2018-01-18 14:00:00,66984.08,13421403.24
2018-01-18 15:00:00,207.78,208.37,201.86,204.7,2018-01-18 15:00:00,112511.76,23149020.97
2018-01-18 16:00:00,200.13,207.85,197.35,207.85,2018-01-18 16:00:00,86543.38,17441474.06
2018-01-18 17:00:00,196.84,202.99,196.7,200.13,2018-01-18 17:00:00,55193.56,11030716.01
2018-01-18 18:00:00,201.15,201.16,196.0,196.79,2018-01-18 18:00:00,50613.11,10004237.09
2018-01-18 19:00:00,202.02,202.48,198.23,201.15,2018-01-18 19:00:00,42451.73,8511602.82
2018-01-18 20:00:00,201.64,204.75,200.42,201.98,2018-01-18 20:00:00,39538.99,8015281.78
2018-01-18 21:00:00,196.4,203.18,193.32,201.61,2018-01-18 21:00:00,66030.05,13084567.37
2018-01-18 22:00:00,191.4,196.51,187.05,196.4,2018-01-18 22:00:00,74167.32,14125304.02
2018-01-18 23:00:00,191.03,193.18,187.91,191.4,2018-01-18 23:00:00,44355.15,8430332.71
2018-01-19 00:00:00,197.07,198.14,189.66,191.03,2018-01-19 00:00:00,45954.02,8960651.15
2018-01-19 01:00:00,194.38,198.39,192.9,197.07,2018-01-19 01:00:00,32107.39,6284401.48
2018-01-19 02:00:00,187.04,195.55,187.03,194.37,2018-01-19 02:00:00,38563.1,7327150.09
2018-01-19 03:00:00,188.72,190.58,185.78,187.04,2018-01-19 03:00:00,47021.48,8845411.85
2018-01-19 04:00:00,191.86,193.21,186.84,188.67,2018-01-19 04:00:00,37047.34,7047465.24
2018-01-19 05:00:00,191.6,193.61,189.29,191.79,2018-01-19 05:00:00,30144.37,5782457.27
2018-01-19 06:00:00,193.84,194.73,190.35,191.6,2018-01-19 06:00:00,24794.72,4780128.98
2018-01-19 07:00:00,191.14,193.84,189.58,193.84,2018-01-19 07:00:00,22576.2,4304976.31
2018-01-19 08:00:00,195.99,197.27,188.87,191.13,2018-01-19 08:00:00,52796.46,10214934.12
2018-01-19 09:00:00,194.69,197.5,193.71,195.99,2018-01-19 09:00:00,24378.47,4759439.95
2018-01-19 10:00:00,198.16,198.45,193.93,194.62,2018-01-19 10:00:00,22264.81,4364347.55
2018-01-19 11:00:00,194.69,194.69,194.69,194.69,2018-01-19 11:00:00,0.07088,15.13
2018-01-19 12:00:00,199.48,201.25,194.69,194.69,2018-01-19 12:00:00,24285.45,4837877.37
2018-01-19 13:00:00,194.69,194.69,194.69,194.69,2018-01-19 13:00:00,6.8,1526.77
2018-01-19 14:00:00,193.22,197.77,191.95,194.69,2018-01-19 14:00:00,22908.7,4465594.98
2018-01-19 15:00:00,192.22,194.86,191.97,193.27,2018-01-19 15:00:00,34864.2,6735249.28
2018-01-19 16:00:00,194.16,195.74,192.16,192.22,2018-01-19 16:00:00,21536.58,4192400.55
2018-01-19 17:00:00,189.39,194.62,188.27,194.16,2018-01-19 17:00:00,50295.58,9601061.21
2018-01-19 18:00:00,189.77,190.95,186.56,189.39,2018-01-19 18:00:00,47647.65,9007017.06
2018-01-19 19:00:00,189.41,191.01,187.7,189.77,2018-01-19 19:00:00,24827.53,4700943.01
2018-01-19 20:00:00,191.37,192.54,188.71,189.41,2018-01-19 20:00:00,24416.81,4646978.58
2018-01-19 21:00:00,190.04,193.1,190.01,191.36,2018-01-19 21:00:00,24273.63,4649783.89
2018-01-19 22:00:00,188.84,190.89,188.23,190.04,2018-01-19 22:00:00,21102.19,4004620.57
2018-01-19 23:00:00,192.27,192.35,188.83,188.83,2018-01-19 23:00:00,16067.81,3072469.07
2018-01-20 00:00:00,193.85,194.86,192.26,192.27,2018-01-20 00:00:00,23388.15,4538961.0
2018-01-20 01:00:00,195.29,196.13,193.51,193.86,2018-01-20 01:00:00,20248.34,3948352.97
2018-01-20 02:00:00,195.17,195.99,194.38,195.29,2018-01-20 02:00:00,14875.95,2903471.35
2018-01-20 03:00:00,196.4,197.52,195.06,195.16,2018-01-20 03:00:00,25644.61,5037704.66
2018-01-20 04:00:00,199.83,199.86,193.85,196.4,2018-01-20 04:00:00,38086.32,7508662.75
2018-01-20 05:00:00,205.74,205.79,199.82,199.83,2018-01-20 05:00:00,82678.77,16773549.13
2018-01-20 06:00:00,202.47,206.56,200.57,205.76,2018-01-20 06:00:00,45166.72,9188821.53
2018-01-20 07:00:00,204.41,204.73,202.16,202.48,2018-01-20 07:00:00,18654.92,3799390.1
2018-01-20 08:00:00,205.13,205.2,201.99,204.41,2018-01-20 08:00:00,21208.48,4341408.33
2018-01-20 09:00:00,202.76,205.3,202.67,205.13,2018-01-20 09:00:00,16175.28,3315486.14
2018-01-20 10:00:00,204.23,204.23,202.6,202.76,2018-01-20 10:00:00,11672.2,2375070.83
2018-01-20 11:00:00,199.9,204.69,199.87,204.23,2018-01-20 11:00:00,19471.44,3939426.1
2018-01-20 12:00:00,202.12,202.3,199.11,199.92,2018-01-20 12:00:00,16914.5,3389648.89
2018-01-20 13:00:00,202.3,204.75,201.73,202.12,2018-01-20 13:00:00,18289.69,3718907.49
2018-01-20 14:00:00,204.3,205.13,201.81,202.3,2018-01-20 14:00:00,18863.68,3844782.78
2018-01-20 15:00:00,203.62,204.78,202.89,204.29,2018-01-20 15:00:00,14746.58,3007195.0
