Date,Total Transaction #,Total Transaction Fee (USD),Fee per Transaction (USD),Close Price (USD),Fee %
10/28/16,326388,76108.16,0.233183083,686.24,0.0340%
10/27/16,225924,84297,0.37312105,682.3,0.0547%
10/26/16,237030,65181.3,0.274991773,674.67,0.0408%
10/25/16,226980,53149.62,0.234159926,651,0.0360%
10/24/16,191578,44466.48,0.232106401,650.49,0.0357%
10/23/16,216708,44243.56,0.204162098,653.03,0.0313%
10/22/16,265355,48338.88,0.182166833,655.48,0.0278%
10/21/16,270380,56514.57,0.209019047,630.45,0.0332%
10/20/16,201025,39825.4,0.198111678,628.34,0.0315%
10/19/16,251521,49355.05,0.196226359,629.06,0.0312%
10/18/16,237232,46292.05,0.195134088,635.34,0.0307%
10/17/16,197876,37076.17,0.187370727,637.37,0.0294%
10/16/16,210448,40039.36,0.190257736,640.12,0.0297%
10/15/16,239724,43619.1,0.181955499,637.03,0.0286%
10/14/16,229703,42783.63,0.186256296,637.92,0.0292%
10/13/16,235664,44008.04,0.186740614,635.6,0.0294%
10/12/16,263565,51765.57,0.196405327,635.99,0.0309%
10/11/16,224774,42296.78,0.1881747,640.45,0.0294%
10/10/16,210548,35878,0.170402948,617.29,0.0276%
10/9/16,250672,41907.55,0.167180818,615.77,0.0271%
10/8/16,268419,45091.12,0.16798781,617.65,0.0272%
10/7/16,274486,47728.73,0.173884023,616.03,0.0282%
10/6/16,266811,44649.57,0.167345312,610.97,0.0274%
10/5/16,264662,43389.51,0.163943105,611.82,0.0268%
10/4/16,260813,46374.41,0.177807126,608.96,0.0292%
10/3/16,192683,32570.7,0.169037746,611.6,0.0276%
10/2/16,213930,36068.08,0.168597579,610.69,0.0276%
10/1/16,250943,41820.63,0.166653901,613.41,0.0272%
9/30/16,242730,41513.03,0.171025543,608.14,0.0281%
9/29/16,234995,39132.1,0.166523118,604.7,0.0275%
9/28/16,243008,38434.98,0.158163435,604.67,0.0262%
9/27/16,230769,36865.54,0.159750833,605.47,0.0264%
9/26/16,197298,30018.41,0.152147564,606.54,0.0251%
9/25/16,210510,35867.01,0.170381502,601.49,0.0283%
9/24/16,223187,36258.01,0.162455743,602.59,0.0270%
9/23/16,231227,37435.46,0.161899173,602.92,0.0269%
9/22/16,239216,38849.77,0.162404563,595.63,0.0273%
9/21/16,247987,42277.38,0.170482243,597.16,0.0285%
9/20/16,223540,40299.08,0.180276818,609.24,0.0296%
9/19/16,191603,32559.04,0.169929698,609.85,0.0279%
9/18/16,215529,35060.67,0.162672633,610.7,0.0266%
9/17/16,213142,39391.03,0.184811206,607.08,0.0304%
9/16/16,233488,36564.51,0.156601239,607.78,0.0258%
9/15/16,231800,38286.01,0.165168292,608.11,0.0272%
9/14/16,241215,41984.34,0.174053604,609.54,0.0286%
9/13/16,208649,34173.6,0.163785113,608.61,0.0269%
9/12/16,180391,28946.02,0.160462662,607.98,0.0264%
9/11/16,193320,32154.54,0.166328057,605.61,0.0275%
9/10/16,222094,40183.97,0.180932263,624.52,0.0290%
9/9/16,227006,37564.41,0.165477609,623.16,0.0266%
9/8/16,250809,39478.48,0.157404559,625.57,0.0252%
9/7/16,232118,37238.26,0.160428144,613.21,0.0262%
9/6/16,227683,38609.83,0.169577131,610.44,0.0278%
9/5/16,183244,28683.08,0.156529436,605.76,0.0258%
9/4/16,182204,31408.1,0.172378762,609.55,0.0283%
9/3/16,225856,33260.97,0.147266267,598.84,0.0246%
9/2/16,238207,36446.78,0.153004656,575.29,0.0266%
9/1/16,226377,36031.47,0.159165772,571.99,0.0278%
8/31/16,254486,39542.12,0.155380335,573.88,0.0271%
8/30/16,225282,37004.69,0.164259417,577.32,0.0285%
8/29/16,174489,28093.07,0.161001954,574.23,0.0280%
8/28/16,191098,31521.6,0.164949921,574.98,0.0287%
8/27/16,226767,36096.45,0.159178584,570.35,0.0279%
8/26/16,234009,37308.91,0.159433654,579.37,0.0275%
8/25/16,237956,38135.38,0.160262317,577.96,0.0277%
8/24/16,239021,39516.27,0.165325515,579.66,0.0285%
8/23/16,229801,38861.26,0.169108315,583.56,0.0290%
8/22/16,184904,29400.11,0.159002023,587.47,0.0271%
8/21/16,210352,35966.96,0.170984635,580.66,0.0294%
8/20/16,246095,46316.76,0.188206831,582.61,0.0323%
8/19/16,239541,43766.5,0.182709849,574.56,0.0318%
8/18/16,238003,42161.94,0.177148775,573.39,0.0309%
8/17/16,256447,48554.06,0.189333702,572.34,0.0331%
8/16/16,202896,38648.62,0.190484879,580.19,0.0328%
8/15/16,200577,35099.89,0.174994591,566.95,0.0309%
8/14/16,217257,37180.24,0.171134831,569.06,0.0301%
8/13/16,232973,41360.39,0.177532976,584.59,0.0304%
8/12/16,254515,47288.4,0.185798087,587.14,0.0316%
8/11/16,245581,44590.98,0.181573412,587.84,0.0309%
8/10/16,233704,45482.48,0.194615753,590.94,0.0329%
8/9/16,236291,52364.13,0.221608652,585.25,0.0379%
8/8/16,192414,39694.65,0.206298138,589.24,0.0350%
8/7/16,196551,35314.51,0.179670976,590.85,0.0304%
8/6/16,228244,42991.55,0.188357854,586.45,0.0321%
8/5/16,231835,40052.17,0.172761533,574.66,0.0301%
8/4/16,245549,43252.44,0.176145861,576.22,0.0306%
8/3/16,252252,49378.32,0.195749964,566.44,0.0346%
8/2/16,225049,44275.62,0.196737688,513.43,0.0383%
8/1/16,192254,45307.67,0.235665682,607,0.0388%
7/31/16,199484,43021.93,0.215666068,621.87,0.0347%
7/30/16,231414,47624.67,0.205798569,654.74,0.0314%
7/29/16,236946,47474.69,0.2003608,655.43,0.0306%
7/28/16,235603,49136.91,0.208558083,654.13,0.0319%
7/27/16,237673,46327.77,0.194922309,654.54,0.0298%
7/26/16,240533,45728.93,0.190114995,654.38,0.0291%
7/25/16,186521,34057.56,0.182593703,654,0.0279%
7/24/16,195796,39272.68,0.200579583,659.29,0.0304%
7/23/16,221404,42281.48,0.190969811,655.16,0.0291%
7/22/16,217606,40177.41,0.184633742,651.11,0.0284%
7/21/16,227429,42831.11,0.18832739,664.62,0.0283%
7/20/16,222146,41824.04,0.188272758,664.4,0.0283%
7/19/16,225827,40361.58,0.178727876,671.1,0.0266%
7/18/16,171013,32557.41,0.190379737,670.38,0.0284%
7/17/16,182192,33605.55,0.184451293,676.33,0.0273%
7/16/16,216081,36841.47,0.170498424,660.69,0.0258%
7/15/16,220655,38613.99,0.174997122,664.2,0.0263%
7/14/16,218093,35233.5,0.16155264,657.25,0.0246%
7/13/16,219034,34693.7,0.158394131,661.15,0.0240%
7/12/16,218089,37267.31,0.1708812,670.56,0.0255%
7/11/16,162608,25057.02,0.154094632,646.71,0.0238%
7/10/16,185405,30883.73,0.166574418,647.11,0.0257%
7/9/16,210701,37899.62,0.179873945,651.83,0.0276%
7/8/16,216812,36120.53,0.166598389,662.78,0.0251%
7/7/16,214691,37648.65,0.175362032,635.25,0.0276%
7/6/16,214959,37297.89,0.173511646,672.7,0.0258%
7/5/16,213900,37332.66,0.17453324,663.67,0.0263%
7/4/16,177127,30007.33,0.169411383,675.16,0.0251%
7/3/16,198875,37290.97,0.187509591,661.64,0.0283%
7/2/16,210409,39710.1,0.188728144,698.06,0.0270%
7/1/16,231960,42283.35,0.182287248,674.57,0.0270%
6/30/16,224112,39504.92,0.176273113,670.02,0.0263%
6/29/16,213058,37971.31,0.178220531,636.54,0.0280%
6/28/16,217029,40079.08,0.184671542,644.89,0.0286%
6/27/16,183755,34404.94,0.187232674,644.66,0.0290%
6/26/16,210998,41508.38,0.196724045,625.41,0.0315%
6/25/16,238888,49109.82,0.205576756,663.52,0.0310%
6/24/16,241300,47124.46,0.195294074,656.89,0.0297%
6/23/16,235641,46521.61,0.197425788,620.84,0.0318%
6/22/16,248164,51262.51,0.206567069,590.56,0.0350%
6/21/16,249334,57110.04,0.22905035,667.38,0.0343%
6/20/16,218298,48372.96,0.221591403,733.97,0.0302%
6/19/16,236291,53689.14,0.227216187,761.04,0.0299%
6/18/16,253752,58817.56,0.231791513,753.77,0.0308%
6/17/16,267870,63186.55,0.235885131,743.9,0.0317%
6/16/16,262510,58799.17,0.223988305,761.21,0.0294%
6/15/16,247632,47821.1,0.193113572,690.77,0.0280%
6/14/16,251354,27333.37472,0.108744538,685.14,0.0159%
6/13/16,210711,34932.23097,0.165782664,700.07,0.0237%
6/12/16,213159,27711.10434,0.130002038,666.55,0.0195%
6/11/16,228367,30602.57487,0.134006117,591.6,0.0227%
6/10/16,236353,30704.81682,0.12991084,577.89,0.0225%
6/9/16,229933,29171.15447,0.126868064,574.69,0.0221%
6/8/16,248576,32637.0617,0.131296109,580.51,0.0226%
6/7/16,221171,30475.57566,0.137791915,575.58,0.0239%
6/6/16,190528,25465.8901,0.133659568,583.58,0.0229%
6/5/16,196665,26646.61579,0.135492415,574.91,0.0236%
6/4/16,234669,31067.65164,0.132389245,571.95,0.0231%
6/3/16,231099,31608.42114,0.136774374,567.03,0.0241%
6/2/16,234385,30310.10999,0.129317618,537.1,0.0241%
6/1/16,215249,27799.98967,0.129152701,537.4,0.0240%
5/31/16,211369,30380.95745,0.143734216,528.92,0.0272%
5/30/16,178742,24576.23665,0.137495589,532.26,0.0258%
5/29/16,193054,27344.93141,0.141643951,516.05,0.0274%
5/28/16,215296,33339.84254,0.154855838,524.22,0.0295%
5/27/16,220093,25184.01695,0.114424434,474.05,0.0241%
5/26/16,247844,26820.961,0.108217108,453.3,0.0239%
5/25/16,246517,26511.68974,0.107545077,449.78,0.0239%
5/24/16,222755,24202.81646,0.10865218,446.11,0.0244%
5/23/16,184348,18924.97348,0.102658957,443.69,0.0231%
5/22/16,191461,25224.77795,0.131748909,439.62,0.0300%
5/21/16,209396,22762.42319,0.108705148,443.64,0.0245%
5/20/16,219146,24298.29413,0.110877197,442.11,0.0251%
5/19/16,235084,26389.62999,0.112256172,442.66,0.0254%
5/18/16,238626,26467.28679,0.110915352,454.22,0.0244%
5/17/16,239809,27527.37464,0.114788747,453.25,0.0253%
5/16/16,200171,20849.06235,0.104156258,454.87,0.0229%
5/15/16,211280,21872.65022,0.103524471,458.11,0.0226%
5/14/16,232146,21736.48646,0.093632828,456.44,0.0205%
5/13/16,228409,21258.31171,0.093071252,455.41,0.0204%
5/12/16,234412,20763.72321,0.088577902,454.43,0.0195%
5/11/16,245721,21645.83579,0.088091111,452.5,0.0195%
5/10/16,226451,18680.06448,0.082490537,449.36,0.0184%
5/9/16,185562,15648.80804,0.084331965,460.44,0.0183%
5/8/16,202062,17267.632,0.085457097,457.87,0.0187%
5/7/16,233232,20519.50671,0.087978951,458.46,0.0192%
5/6/16,229580,19849.42326,0.086459723,459.56,0.0188%
5/5/16,233693,21103.2721,0.090303398,448.08,0.0202%
5/4/16,235609,20233.80088,0.085878727,445.8,0.0193%
5/3/16,223785,20033.91699,0.089523056,450.27,0.0199%
5/2/16,191430,15591.82031,0.0814492,444.18,0.0183%
5/1/16,215712,18279.96585,0.084742461,452.24,0.0187%
4/30/16,261884,22771.31899,0.086951929,448.53,0.0194%
4/29/16,247958,22329.15526,0.090052167,454.98,0.0198%
4/28/16,239435,20626.13494,0.086145029,448.48,0.0192%
4/27/16,250744,158063.2392,0.630376955,447.01,0.1410%
4/26/16,217564,20084.42841,0.092315036,466,0.0198%
4/25/16,183155,15283.6199,0.08344637,461.73,0.0181%
4/24/16,185216,14960.70135,0.080774346,457.56,0.0177%
4/23/16,210976,19092.54057,0.090496268,450.08,0.0201%
4/22/16,212795,19312.3624,0.090755715,445.28,0.0204%
4/21/16,216780,19115.75482,0.088180436,449.34,0.0196%
4/20/16,227795,18563.06086,0.081490203,441.16,0.0185%
4/19/16,203165,18954.02385,0.093293746,434.92,0.0215%
4/18/16,191478,14285.93495,0.074608754,427.69,0.0174%
4/17/16,192621,15773.44238,0.081888488,426.26,0.0192%
4/16/16,216850,19626.97912,0.090509473,430.05,0.0210%
4/15/16,230281,19595.41398,0.08509349,428.67,0.0199%
4/14/16,222711,19280.63536,0.086572443,424.02,0.0204%
4/13/16,240200,21347.53019,0.088873981,423.47,0.0210%
4/12/16,217378,19752.49595,0.090867042,424.74,0.0214%
4/11/16,181662,13999.14709,0.077061505,421.43,0.0183%
4/10/16,207555,15941.94225,0.076808279,420.25,0.0183%
4/9/16,215441,18411.51175,0.085459647,418.05,0.0204%
4/8/16,219915,24794.22173,0.112744568,417.69,0.0270%
4/7/16,218585,18940.46381,0.086650337,420.14,0.0206%
4/6/16,216684,20774.19541,0.095873232,421.26,0.0228%
4/5/16,200979,18316.40843,0.091135932,422.07,0.0216%
4/4/16,176722,18710.00051,0.105872503,419.33,0.0252%
4/3/16,196651,23486.85437,0.119434197,419.06,0.0285%
4/2/16,203811,19168.60246,0.094050873,418.51,0.0225%
4/1/16,208976,18558.37492,0.08880625,415.64,0.0214%
3/31/16,207906,21955.77505,0.105604336,415.66,0.0254%
3/30/16,191841,21413.64011,0.111621812,412.44,0.0271%
3/29/16,181300,17986.35264,0.099207681,415,0.0239%
3/28/16,161486,14244.5312,0.088209078,422.21,0.0209%
3/27/16,162398,14423.4019,0.088815145,424.57,0.0209%
3/26/16,173609,14043.46952,0.080891368,416.51,0.0194%
3/25/16,194985,16216.26694,0.083166741,415.71,0.0200%
3/24/16,187877,16171.25299,0.086073617,414.74,0.0208%
3/23/16,210488,18169.71353,0.08632185,416.98,0.0207%
3/22/16,189228,15866.98452,0.083851145,416.21,0.0201%
3/21/16,175963,13495.16351,0.076693188,411.11,0.0187%
3/20/16,188863,15438.80928,0.081746077,411.53,0.0199%
3/19/16,203578,17412.11448,0.085530433,408.69,0.0209%
3/18/16,206973,19368.16081,0.0935782,408.16,0.0229%
3/17/16,215973,20014.72284,0.092672338,418.16,0.0222%
3/16/16,197677,17713.75039,0.089609567,415.91,0.0215%
3/15/16,197677,17713.75039,0.089609567,415.13,0.0216%
3/14/16,187401,18144.80289,0.096823405,414.31,0.0234%
3/13/16,141116,12088.62924,0.085664483,412.41,0.0208%
3/12/16,193874,17363.92813,0.089562954,410.36,0.0218%
3/11/16,192611,18069.16403,0.093811693,419.11,0.0224%
3/10/16,187623,21731.2441,0.115823988,415.83,0.0279%
3/9/16,193929,18120.60586,0.093439382,412.76,0.0226%
3/8/16,183530,18180.50091,0.099060104,411.9,0.0240%
3/7/16,171486,16820.82647,0.098088628,414.87,0.0236%
3/6/16,238117,25276.29187,0.106150724,405.96,0.0261%
3/5/16,212104,21909.46559,0.103295862,399,0.0259%
3/4/16,221257,30648.9952,0.138522149,409.48,0.0338%
3/3/16,276448,33258.00787,0.120304751,419.56,0.0287%
3/2/16,260619,24184.10552,0.092794867,425.36,0.0218%
3/1/16,265695,23314.92034,0.087750693,434.04,0.0202%
2/29/16,224697,18474.39184,0.08221913,436.21,0.0188%
2/28/16,182423,16506.51361,0.090484827,432.47,0.0209%
2/27/16,209880,18309.6804,0.087238805,431.3,0.0202%
2/26/16,218699,20093.50726,0.091877454,427.32,0.0215%
2/25/16,225112,19003.85778,0.084419568,423.48,0.0199%
2/24/16,246578,20106.63025,0.081542677,422.72,0.0193%
2/23/16,224964,19088.98802,0.084853523,419.9,0.0202%
2/22/16,209276,17672.21837,0.084444553,437.79,0.0193%
2/21/16,225259,18938.1167,0.084072631,437.87,0.0192%
2/20/16,215552,19361.9314,0.089824875,440.06,0.0204%
2/19/16,212765,17882.18865,0.084046665,419.98,0.0200%
2/18/16,227403,18709.77232,0.082275838,421.4,0.0195%
2/17/16,218780,17000.56196,0.077706198,417.14,0.0186%
2/16/16,207397,16180.83791,0.078018669,406.42,0.0192%
2/15/16,188927,13934.87396,0.07375798,401.07,0.0184%
2/14/16,190560,14300.53135,0.07504477,405.5,0.0185%
2/13/16,202906,15213.27522,0.074976961,390.1,0.0192%
2/12/16,227463,16706.86851,0.07344873,384.04,0.0191%
2/11/16,233941,16859.30104,0.072066466,379.45,0.0190%
2/10/16,230799,15823.35947,0.068559047,381.88,0.0180%
2/9/16,220559,15371.34943,0.069692687,375.32,0.0186%
2/8/16,212134,14442.43925,0.068081681,372.63,0.0183%
2/7/16,232752,15752.6351,0.067679913,377.94,0.0179%
2/6/16,215910,15864.67968,0.073478207,376.68,0.0195%
2/5/16,201065,15886.70164,0.079012765,386.46,0.0204%
2/4/16,200087,17982.07681,0.08987129,390.65,0.0230%
2/3/16,231998,21554.83504,0.092909573,368.02,0.0252%
2/2/16,221764,18982.54676,0.085597963,373.92,0.0229%
2/1/16,168625,11877.38109,0.070436656,372.18,0.0189%
1/31/16,209984,16587.40635,0.078993668,369.84,0.0214%
1/30/16,222622,17119.68565,0.076900242,377.76,0.0204%
1/29/16,231454,19154.12625,0.08275565,380.29,0.0218%
1/28/16,226385,18791.56047,0.083007092,379.69,0.0219%
1/27/16,236175,18698.14781,0.079170733,395.02,0.0200%
1/26/16,210592,17254.47935,0.081933214,389.78,0.0210%
1/25/16,193572,15019.24922,0.077589988,392.76,0.0198%
1/24/16,200913,16303.4899,0.081147013,402.13,0.0202%
1/23/16,226106,19454.47648,0.086041399,388.61,0.0221%
1/22/16,210240,18348.41191,0.087273649,382.65,0.0228%
1/21/16,196033,18931.13314,0.096571155,410.24,0.0235%
1/20/16,205735,15193.19567,0.073848376,414.58,0.0178%
1/19/16,213934,14872.10519,0.069517259,379.46,0.0183%
1/18/16,192731,13154.10601,0.068251117,384.4,0.0178%
1/17/16,190301,12989.14862,0.068255809,382.47,0.0178%
1/16/16,185105,13927.81486,0.07524278,385.04,0.0195%
1/15/16,183390,14009.9557,0.076394327,372.26,0.0205%
1/14/16,191628,14668.947,0.076549079,429.13,0.0178%
1/13/16,196656,15492.48301,0.07877961,432.18,0.0182%
1/12/16,179771,15174.29718,0.084409038,445.04,0.0190%
1/11/16,164687,12869.74226,0.07814668,447.72,0.0175%
1/10/16,178374,13351.36343,0.07485039,446.19,0.0168%
1/9/16,190001,16001.92701,0.084220225,448.31,0.0188%
1/8/16,177873,15470.75399,0.086976404,452.87,0.0192%
1/7/16,177478,13004.26578,0.073272551,457.05,0.0160%
1/6/16,187012,14363.46399,0.076805039,430.82,0.0178%
1/5/16,170176,12575.65887,0.073897958,431.2,0.0171%
1/4/16,141064,10210.52442,0.072382212,433.32,0.0167%
1/3/16,142904,12947.00865,0.090599344,430.7,0.0210%
1/2/16,123623,8532.329863,0.069018952,433.72,0.0159%
1/1/16,164132,11653.80405,0.071002632,433.99,0.0164%
12/31/15,181836,13565.08211,0.074600641,429.95,0.0174%
12/30/15,187040,13828.10644,0.073931279,427.15,0.0173%
12/29/15,166837,12778.97452,0.076595566,431.92,0.0177%
12/28/15,156554,11294.45297,0.072144135,421.76,0.0171%
12/27/15,170904,12053.22068,0.070526264,422.39,0.0167%
12/26/15,184124,13859.72969,0.07527389,415.37,0.0181%
12/25/15,227189,18282.39469,0.080472183,454.05,0.0177%
12/24/15,221289,17629.36818,0.079666717,452.98,0.0176%
12/23/15,223130,16683.97458,0.07477244,442.43,0.0169%
12/22/15,222112,17786.95804,0.080081031,437.03,0.0183%
12/21/15,191441,14171.02856,0.074022955,437.59,0.0169%
12/20/15,216944,16572.66321,0.076391434,441.78,0.0173%
12/19/15,214387,17405.64608,0.081187974,461.2,0.0176%
12/18/15,219600,16878.90685,0.076862053,463.18,0.0166%
12/17/15,222531,17788.54093,0.079937361,455.53,0.0175%
12/16/15,227706,18103.01566,0.079501707,453.98,0.0175%
12/15/15,221499,17595.24925,0.07943715,462.65,0.0172%
12/14/15,186151,14483.62556,0.07780579,442,0.0176%
12/13/15,211456,17885.29843,0.084581655,434.69,0.0195%
12/12/15,211198,17607.23567,0.083368383,432.29,0.0193%
12/11/15,211452,14673.82323,0.069395528,449.83,0.0154%
12/10/15,222503,15458.29016,0.069474525,415.49,0.0167%
12/9/15,192097,12684.59478,0.066032238,416,0.0159%
12/8/15,185788,12751.47051,0.068634522,410.67,0.0167%
12/7/15,179777,11731.34523,0.065254984,394.28,0.0166%
12/6/15,179777,11731.34523,0.065254984,393.38,0.0166%
12/5/15,200213,12356.46486,0.061716596,386.69,0.0160%
12/4/15,170317,11302.94156,0.066364142,361.67,0.0183%
12/3/15,177277,11343.55304,0.063987731,360.31,0.0178%
12/2/15,184404,11737.3255,0.063650059,359.98,0.0177%
12/1/15,172183,12010.55656,0.069754602,361.8,0.0193%
11/30/15,130758,7873.125184,0.060211423,377.97,0.0159%
11/29/15,171602,9910.398748,0.057752233,370.84,0.0156%
11/28/15,156739,9139.056343,0.058307482,355.83,0.0164%
11/27/15,164730,10156.53637,0.061655657,359.52,0.0171%
11/26/15,152463,8313.613864,0.054528731,353.74,0.0154%
11/25/15,150056,8009.860458,0.053379142,327.52,0.0163%
11/24/15,142698,8278.232586,0.058012254,318.35,0.0182%
11/23/15,126564,7183.817201,0.056760352,322.12,0.0176%
11/22/15,158852,8206.744289,0.051662833,322.78,0.0160%
11/21/15,155128,8236.080689,0.053092161,324.7,0.0164%
11/20/15,154561,8393.549187,0.054305738,321.12,0.0169%
11/19/15,168587,9584.311253,0.056850832,324.98,0.0175%
11/18/15,158254,8939.391335,0.056487617,335.92,0.0168%
11/17/15,150942,8519.282519,0.056440769,333.91,0.0169%
11/16/15,138467,7281.41888,0.052585951,330.21,0.0159%
11/15/15,156065,8308.530912,0.053237631,317.45,0.0168%
11/14/15,156988,8716.190031,0.055521378,331.77,0.0167%
11/13/15,154219,8471.393563,0.054930933,333.77,0.0165%
11/12/15,171159,9385.128959,0.05483281,333.85,0.0164%
11/11/15,154030,9676.743588,0.062823759,304.71,0.0206%
11/10/15,152795,10692.01809,0.06997623,336.69,0.0208%
11/9/15,134785,9225.355809,0.068444974,380.22,0.0180%
11/8/15,161595,10554.66087,0.065315516,371.56,0.0176%
11/7/15,165214,12629.43475,0.076442885,385.09,0.0199%
11/6/15,189326,14260.12029,0.075320454,369.81,0.0204%
11/5/15,211121,20331.08837,0.096300644,382.7,0.0252%
11/4/15,178027,13459.59505,0.075604234,400.89,0.0189%
11/3/15,159656,10535.29884,0.065987491,396.49,0.0166%
11/2/15,156648,8603.239357,0.054920838,359.28,0.0153%
11/1/15,155292,8818.100644,0.056783998,322.95,0.0176%
10/31/15,164938,10933.42867,0.066288112,311.24,0.0213%
10/30/15,165622,10393.67532,0.062755403,327.12,0.0192%
10/29/15,154774,8660.416889,0.055955244,313.63,0.0178%
10/28/15,141609,8853.505091,0.06252078,303.54,0.0206%
10/27/15,126041,7205.54406,0.057168255,294.66,0.0194%
10/26/15,128209,7138.311282,0.055677147,285.15,0.0195%
10/25/15,140827,8010.319508,0.056880566,287.86,0.0198%
10/24/15,146222,7812.095135,0.053426264,282.56,0.0189%
10/23/15,149891,8018.246659,0.05349385,276.92,0.0193%
10/22/15,161031,8323.192289,0.051686894,274.42,0.0188%
10/21/15,138080,8052.309627,0.058316263,267.11,0.0218%
10/20/15,136583,7105.968793,0.052026744,269.75,0.0193%
10/19/15,120858,6065.484,0.050186864,263.82,0.0190%
10/18/15,120858,6065.484,0.050186864,261.67,0.0192%
10/17/15,139308,7641.031375,0.054849911,269.58,0.0203%
10/16/15,143885,7149.932494,0.049691994,262.87,0.0189%
10/15/15,157228,7470.929289,0.047516532,254.44,0.0187%
10/14/15,136259,6623.100338,0.0486067,252.33,0.0193%
10/13/15,133757,6319.738443,0.047247908,248.78,0.0190%
10/12/15,126927,5857.401124,0.046147795,245.35,0.0188%
10/11/15,105878,4912.275903,0.046395624,247.65,0.0187%
10/10/15,128618,6266.500688,0.048721802,245.35,0.0199%
10/9/15,119490,5757.350291,0.048182696,244.04,0.0197%
10/8/15,139590,6441.206925,0.046143756,242.58,0.0190%
10/7/15,139516,6585.732251,0.047204136,242.98,0.0194%
10/6/15,142346,5869.09247,0.041231172,246.14,0.0168%
10/5/15,117528,5345.480745,0.045482615,240.15,0.0189%
10/4/15,100858,4505.639458,0.044673099,238.33,0.0187%
10/3/15,132880,5946.605108,0.044751694,238.58,0.0188%
10/2/15,135941,5857.142667,0.043085917,236.71,0.0182%
10/1/15,135885,7059.831271,0.051954456,237.05,0.0219%
9/30/15,141351,6698.239143,0.047387278,235.93,0.0201%
9/29/15,139440,6166.313811,0.044221987,236.71,0.0187%
9/28/15,130885,6210.942628,0.047453433,238.87,0.0199%
9/27/15,107256,4886.808301,0.045562097,232.5,0.0196%
9/26/15,130740,6395.930381,0.048920991,234.3,0.0209%
9/25/15,124822,5675.69308,0.045470294,235.03,0.0193%
9/24/15,134964,6415.775719,0.047536941,233.76,0.0203%
9/23/15,136822,6132.034122,0.044817603,229.89,0.0195%
9/22/15,124667,6070.157112,0.04869097,230.01,0.0212%
9/21/15,105933,4719.72212,0.044553842,226.33,0.0197%
9/20/15,117999,5243.509183,0.044436895,231.09,0.0192%
9/19/15,188330,6191.563012,0.032876138,231.11,0.0142%
9/18/15,241346,6136.971736,0.025428106,232.21,0.0110%
9/17/15,169059,6183.903783,0.036578377,232.72,0.0157%
9/16/15,165993,6840.607622,0.041210217,228.6,0.0180%
9/15/15,163531,6975.362671,0.042654681,229.53,0.0186%
9/14/15,139320,5842.28768,0.041934307,229.91,0.0182%
9/13/15,153538,8886.712055,0.057879561,230.19,0.0251%
9/12/15,165288,6956.705312,0.042088387,235.6,0.0179%
9/11/15,122783,6882.832663,0.056056886,239.9,0.0234%
9/10/15,128619,6339.722661,0.049290716,238.08,0.0207%
9/9/15,126751,6896.593619,0.054410566,237.41,0.0229%
9/8/15,119041,6271.138583,0.052680493,243.24,0.0217%
9/7/15,106101,5266.463043,0.049636319,239.58,0.0207%
9/6/15,137427,7525.513959,0.054760083,239.86,0.0228%
9/5/15,95408,5064.154035,0.053078925,233.67,0.0227%
9/4/15,137446,8288.543664,0.060304001,230.25,0.0262%
9/3/15,137743,10180.62677,0.073910302,226.2,0.0327%
9/2/15,140970,6585.02683,0.046712257,228.63,0.0204%
9/1/15,117985,5783.20306,0.049016426,227.18,0.0216%
8/31/15,92338,3989.1402,0.043201501,229.47,0.0188%
8/30/15,113722,5249.531133,0.046161087,228.4,0.0202%
8/29/15,121692,5640.51606,0.046350755,228.5,0.0203%
8/28/15,116334,5381.60549,0.046259954,231.64,0.0200%
8/27/15,125549,5876.516501,0.046806558,222.73,0.0210%
8/26/15,125060,5698.83781,0.045568829,224.97,0.0203%
8/25/15,117026,5288.641004,0.045192017,220.51,0.0205%
8/24/15,93783,4673.776338,0.049836072,211.43,0.0236%
8/23/15,107795,5191.944593,0.048164985,226.75,0.0212%
8/22/15,116311,5521.507897,0.047471932,229.54,0.0207%
8/21/15,116834,5862.193905,0.05017541,232.4,0.0216%
8/20/15,122864,5780.009667,0.047043965,234.66,0.0200%
8/19/15,120131,6545.818173,0.054489001,226,0.0241%
8/18/15,108249,5801.016315,0.05358956,246.72,0.0217%
8/17/15,86583,4710.491517,0.054404346,257.13,0.0212%
8/16/15,86583,4710.491517,0.054404346,257.12,0.0212%
8/15/15,106119,5997.577221,0.056517468,260.52,0.0217%
8/14/15,107950,6306.633954,0.058421806,265.03,0.0220%
8/13/15,118336,6726.896056,0.056845728,263.44,0.0216%
8/12/15,115754,6749.030605,0.058304945,267.66,0.0218%
8/11/15,116923,7087.555093,0.060617287,269.03,0.0225%
8/10/15,110686,7043.813468,0.063637799,263.3,0.0242%
8/9/15,88425,4897.430329,0.055385132,263.87,0.0210%
8/8/15,104420,6218.845596,0.059556077,258.6,0.0230%
8/7/15,124658,8282.84863,0.066444581,277.89,0.0239%
8/6/15,132494,9947.340796,0.07507767,278,0.0270%
8/5/15,130246,9735.999902,0.074750855,281.72,0.0265%
8/4/15,132719,9709.836137,0.07316086,284.3,0.0257%
8/3/15,118560,6951.06522,0.058629093,281.58,0.0208%
8/2/15,98976,6515.202207,0.065826081,281.36,0.0234%
8/1/15,163175,9974.887104,0.061129996,280.47,0.0218%
