date,BTC.Volume(USD),BTC.marketcap(USD),BTC.price(USD),BTC.NVT(Daily),LTC.Volume(USD),LTC.marketcap(USD),LTC.price(USD),LTC.NVT(Daily),ETH.Volume(USD),ETH.marketcap(USD),ETH.price(USD),ETH.NVT(Daily),XRP.Volume(USD),XRP.marketcap(USD),XRP.price(USD),XRP.NVT(Daily),XLM.Volume(USD),XLM.marketcap(USD),XLM.price(USD),XLM.NVT(Daily),DASH.Volume(USD),DASH.marketcap(USD),DASH.price(USD),DASH.NVT(Daily),XEM.Volume(USD),XEM.marketcap(USD),XEM.price(USD),XEM.NVT(Daily),,Date,BTC,LTC,ETH,DASH,BTC %,LTC %,ETH %,DASH %,Avg %
11/4/15,4522343229,5973510000,403.66,1.320888242,47186776.54,196995000,4.58,4.174792483,813332.0738,75232400,1.01,92.49899571,2491033.072,179109000,0.005402,71.9014942,239566.7588,10627400,0.002197,44.3609124,140428.395,15189300,2.54,108.164022,742.0876737,1555110,0.000173,2095.587968,,11/4/15,0.0989,0.0391,0.00125,0.0265,0.0245%,0.8537%,0.1238%,1.0433%,0.5113%
11/5/15,1424014799,6040410000,408.08,4.241816872,46278193.62,180695000,4.2,3.904538744,310000.0942,67070700,0.900699,216.357031,1833854.862,164276000,0.004955,89.57960816,151486.8231,10558100,0.002183,69.69649096,139145.5779,14240200,2.38,102.3402986,1360.710689,1353420,0.00015,994.6419993,,11/5/15,0.075,0.0341,0.00132,0.0205,0.0184%,0.8119%,0.1466%,0.8613%,0.4595%
11/6/15,1042290562,5745320000,388.05,5.51220572,35702270.54,169811000,3.95,4.75630814,848836.9253,67397100,0.904772,79.39934985,1031006.015,149217000,0.0045,144.7295146,579501.8419,9712060,0.002008,16.75932551,112744.7243,13731000,2.29,121.7884037,950.6728019,1357870,0.000151,1428.325284,,11/6/15,0.0721,0.0165,0.00182,0.0227,0.0186%,0.4177%,0.2012%,0.9913%,0.4072%
11/7/15,783631347.2,5542680000,374.27,7.0730708,18492871.42,152905000,3.55,8.268321158,393479.4127,68833200,0.923732,174.9346923,644479.048,151395000,0.004566,234.9106623,61498.53154,9283660,0.001919,150.9574256,135368.613,13923500,2.32,102.8561917,99.89325793,1276320,0.000142,12776.83826,,11/7/15,0.0654,0.0135,0.00266,0.0264,0.0175%,0.3803%,0.2880%,1.1379%,0.4559%
11/8/15,722740347.8,5692390000,384.28,7.876120404,10203672.81,155912000,3.62,15.27998818,821063.3436,68254300,0.915661,83.12915262,273331.1139,155297000,0.004684,568.1643695,11416.50832,9742530,0.002014,853.3721279,94703.07944,13554600,2.26,143.1273416,1026.814817,1475970,0.000164,1437.425693,,11/8/15,0.0677,0.0164,0.00227,0.0233,0.0176%,0.4530%,0.2479%,1.0310%,0.4374%
11/9/15,1058234617,5546240000,374.32,5.24103059,28583474.47,147907000,3.43,5.17456337,975381.9002,76991800,1.03,78.93503045,308048.5858,154166000,0.00465,500.4600154,766504.6186,9411710,0.001946,12.2787388,376804.8544,14143100,2.36,37.53428289,484.5755659,1278300,0.000142,2637.978656,,11/9/15,0.0695,0.014,0.00151,0.0256,0.0186%,0.4082%,0.1466%,1.0847%,0.4145%
11/10/15,1001307482,5631520000,379.98,5.624166501,30013180.07,146558000,3.4,4.883121337,891132.501,74685300,1,83.80942219,1373039.274,152721000,0.004606,111.228428,65922.48473,9822400,0.002031,148.9992381,121258.6848,13270800,2.21,109.4420579,713.0103048,1337270,0.000149,1875.526891,,11/10/15,0.066,0.0269,0.00185,0.0225,0.0174%,0.7912%,0.1850%,1.0181%,0.5029%
11/11/15,1186976760,5037510000,339.82,4.243983683,25450266.87,134388000,3.12,5.280416142,283710.3599,70236200,0.941296,247.5630429,29798943.04,146142000,0.004408,4.904267907,22605.71886,9878220,0.002042,436.9788044,55803.24733,13370600,2.23,239.6025436,600.936117,1188270,0.000132,1977.364925,,11/11/15,0.0556,0.0217,0.00191,0.0207,0.0164%,0.6955%,0.2029%,0.9283%,0.4608%
11/12/15,879394165.2,4657240000,314.08,5.295964181,14061890.27,128180000,2.97,9.115417455,223759.7949,59448700,0.796455,265.6808835,2995891.556,141432000,0.004266,47.20865137,30483.63733,9495050,0.001963,311.4802179,433673.8404,13216000,2.2,30.47451511,1157.461961,1139010,0.000127,984.0582573,,11/12/15,0.0535,0.0186,0.00231,0.0203,0.0170%,0.6263%,0.2900%,0.9227%,0.4640%
11/13/15,925155228.2,5020700000,338.5,5.426873077,14257572.08,141013000,3.27,9.890393624,423125.5517,67777000,0.907722,160.1817705,1211613.577,150385000,0.004536,124.1196062,1842.555956,10015500,0.00207,5435.655816,115274.3977,12524900,2.08,108.6529208,22.388424,1183480,0.000131,52861.24651,,11/13/15,0.0553,0.0378,0.00163,0.0174,0.0163%,1.1560%,0.1796%,0.8365%,0.5471%
11/14/15,1013663678,4994250000,336.62,4.926930017,12656808.83,139106000,3.22,10.99060607,256807.2196,67631900,0.905469,263.3566926,497596.6649,148614000,0.004482,298.6635773,54692.61954,9575260,0.001979,175.0740791,80180.98472,12843100,2.14,160.1763815,537.4382914,1150090,0.000128,2139.948006,,11/14/15,0.0543,0.0308,0.00229,0.0178,0.0161%,0.9565%,0.2529%,0.8318%,0.5143%
11/15/15,666535296.7,4942420000,333.05,7.415091181,12701770.23,138082000,3.2,10.87108312,156460.6787,66590200,0.891217,425.6034203,490190.5165,143472000,0.004327,292.6862009,5911.910861,9584640,0.001981,1621.242306,122069.1193,12497100,2.08,102.3772439,2768.645072,1144000,0.000127,413.1985033,,11/15/15,0.0527,0.018,0.00145,0.0175,0.0158%,0.5625%,0.1627%,0.8413%,0.3956%
11/16/15,781662483,4746070000,319.74,6.071763841,11652910.33,132419000,3.07,11.36359898,395085.8469,67730700,0.906166,171.4328684,662393.7376,138017000,0.004163,208.3609674,44576.75903,9610860,0.001987,215.6024846,138310.1035,12943400,2.15,93.58246197,383.7416105,1007210,0.000112,2624.708847,,11/16/15,0.0566,0.0275,0.00126,0.0184,0.0177%,0.8958%,0.1390%,0.8558%,0.4771%
11/17/15,552050373.2,4905260000,330.36,8.885529723,7820097.2,137815000,3.19,17.62318248,1070401.114,69157900,0.924948,64.60933109,389772.5376,140393000,0.004234,360.1921286,2048.969347,9298900,0.001922,4538.330461,69923.66065,13139500,2.18,187.9120727,1740.460873,1161680,0.000129,667.4553951,,11/17/15,0.0562,0.0275,0.00128,0.0164,0.0170%,0.8621%,0.1384%,0.7523%,0.4424%
11/18/15,607630940.4,4969330000,334.59,8.17820435,8755762.764,138228000,3.2,15.78708831,197659.9897,74287700,0.993214,375.8357982,537999.1552,140933000,0.004251,261.9576604,3783.035293,9745440,0.002015,2576.090161,109315.6901,12978500,2.16,118.7249514,3369.998324,902826,0.0001,267.9010234,,11/18/15,0.0553,0.0347,0.00137,0.0152,0.0165%,1.0844%,0.1379%,0.7037%,0.4856%
11/19/15,635544733.6,4971880000,334.68,7.823021319,8828977.871,137943000,3.19,15.62389237,271338.0216,73976100,0.988713,272.6344784,280989.6286,141209000,0.004259,502.5416799,1488.943211,9240660,0.00191,6206.187001,82312.86609,12539800,2.08,152.3431341,180.3354111,979074,0.000109,5429.183287,,11/19/15,0.0552,0.0245,0.00175,0.0197,0.0165%,0.7680%,0.1770%,0.9471%,0.4772%
11/20/15,692347790.5,4850170000,326.41,7.005395361,13668442.47,135601000,3.14,9.920735322,185962.0146,71532500,0.955735,384.6618899,1158536.723,139989000,0.004222,120.8325962,10276697.44,9339150,0.001931,0.908769578,158919.0387,12962300,2.15,81.56543171,508.99119,999873,0.000111,1964.421034,,11/20/15,0.0529,0.0234,0.00175,0.0178,0.0162%,0.7452%,0.1831%,0.8279%,0.4431%
11/21/15,469054508.5,4787340000,322.09,10.20636176,8336650.499,134839000,3.12,16.17424168,124541.3117,69535300,0.928758,558.3312001,654850.4316,140147000,0.004227,214.0137553,1320.983422,9162150,0.001894,6935.855397,192132.0234,13063600,2.17,67.99282997,1280.808675,1020430,0.000113,796.7075958,,11/21/15,0.0513,0.0229,0.00156,0.021,0.0159%,0.7340%,0.1680%,0.9677%,0.4714%
11/22/15,334225880.1,4861340000,326.98,14.54507352,5760595.015,136863000,3.16,23.75848322,250851.8897,73378800,0.979765,292.5184263,259067.0301,140870000,0.004249,543.7588871,1777.870265,9237560,0.00191,5195.857192,276552.9311,12574200,2.09,45.46760705,630.7524833,929880,0.000103,1474.239142,,11/22/15,0.0583,0.0176,0.00154,0.0149,0.0178%,0.5570%,0.1572%,0.7129%,0.3612%
11/23/15,379203804.6,4823700000,324.35,12.72060022,9976427.081,136062000,3.14,13.63834957,662337.8645,72484200,0.967493,109.436896,412452.0489,141539000,0.004269,343.1647397,145416.9054,9541640,0.001972,65.61575475,200350.6995,13181700,2.19,65.79313191,86.75767158,898880,0.0001,10360.81287,,11/23/15,0.0571,0.0287,0.00154,0.0196,0.0176%,0.9140%,0.1592%,0.8950%,0.4964%
11/24/15,422681092.2,4805160000,323.01,11.36828708,14616284.07,135523000,3.13,9.272055695,372556.8453,70931100,0.946442,190.390006,423297.3287,142189000,0.004288,335.9080967,12531.21268,9190400,0.0019,733.4006878,263870.4317,14082300,2.33,53.36823801,4.735354061,955314,0.000106,201740.7754,,11/24/15,0.0529,0.0307,0.0017,0.019,0.0164%,0.9808%,0.1796%,0.8155%,0.4981%
11/25/15,568269871.3,4762230000,320.05,8.380226088,11744763.29,134853000,3.11,11.48196832,168352.5214,67010200,0.893827,398.0350246,4555918.307,140650000,0.004242,30.87193196,1085.955291,9033860,0.001868,8318.813927,98875.8449,14172200,2.35,143.3332885,649.2873747,897112,0.0001,1381.687116,,11/25/15,0.0563,0.026,0.00154,0.0157,0.0176%,0.8360%,0.1723%,0.6681%,0.4235%
11/26/15,655683746,4886330000,328.3,7.452266477,27599554.43,145182000,3.35,5.260302313,837964.09,64740900,0.863273,77.25975465,587931.121,143140000,0.004317,243.4638938,1459.909357,9227980,0.001908,6320.926679,185923.682,14020800,2.32,75.41158742,608.6226572,973836,0.000108,1600.065309,,11/26/15,0.0582,0.0133,0.00111,0.0199,0.0177%,0.3970%,0.1286%,0.8578%,0.3503%
11/27/15,719388882.4,5238500000,351.86,7.281875114,10478236.75,156052000,3.6,14.89296374,598994.4441,66174600,0.8821,110.4761499,330986.0628,141773000,0.004276,428.3352561,2605.656633,9260340,0.001914,3553.937185,113694.1926,14054100,2.33,123.6131739,715.5519667,1003330,0.000111,1402.176287,,11/27/15,0.0593,0.0161,0.00124,0.018,0.0169%,0.4472%,0.1406%,0.7725%,0.3443%
11/28/15,691924162.8,5318300000,357.14,7.686246971,11234002.38,154978000,3.58,13.79543949,104774.6048,65147000,0.868102,621.7823502,300771.5717,141727000,0.004275,471.211422,435431.0473,8536970,0.001765,19.60579075,203636.9907,14092000,2.33,69.20157263,353.146361,833174,9.30E-05,2359.28808,,11/28/15,0.0568,0.0101,0.00192,0.016,0.0159%,0.2821%,0.2212%,0.6867%,0.3015%
11/29/15,420357680.9,5324610000,357.47,12.6668555,9449229.059,153251000,3.53,16.21836015,173995.4052,68625100,0.914144,394.4075415,371366.8469,142311000,0.004243,383.2086822,683.2576096,8429140,0.001743,12336.69392,260748.26,14595600,2.41,55.97582896,357.908161,960336,0.000107,2683.191122,,11/29/15,0.0616,0.0147,0.00118,0.0172,0.0172%,0.4164%,0.1291%,0.7137%,0.3191%
11/30/15,847592264,5534000000,371.44,6.529082715,15214369.22,158950000,3.66,10.4473605,207334.5475,66080400,0.879951,318.7138892,652036.7656,144155000,0.004298,221.084159,339879.5985,8414780,0.00174,24.75812034,128695.4134,15122800,2.5,117.5084613,698.9444198,933912,0.000104,1336.174914,,11/30/15,0.0707,0.02,0.00202,0.0145,0.0190%,0.5464%,0.2296%,0.5800%,0.3438%
12/1/15,923177143.6,5624580000,377.41,6.092633509,21472852.18,157352000,3.63,7.3279506,195994.7831,65980000,0.878316,336.6416135,468248.5136,140912000,0.004202,300.9342174,22.67021555,8324030,0.001721,367179.129,163401.2976,14761700,2.44,90.34016387,1148.992069,950715,0.000106,827.4339095,,12/1/15,0.0645,0.0268,0.00168,0.0163,0.0171%,0.7383%,0.1913%,0.6680%,0.4037%
12/2/15,867739149.4,5394070000,361.85,6.216234457,12652635.08,148937000,3.43,11.77122386,257351.0216,65615700,0.873171,254.9657646,405175.2203,137194000,0.004091,338.6041226,18353.82135,8409700,0.001738,458.198859,142178.9309,16341800,2.7,114.9382676,2639.333656,1044380,0.000116,395.6983603,,12/2/15,0.063,0.035,0.00149,0.0213,0.0174%,1.0204%,0.1706%,0.7889%,0.4993%
12/3/15,708343240.4,5358040000,359.33,7.564185968,16173603.08,145343000,3.35,8.98643297,181143.2841,61530500,0.818546,339.6786157,771763.15,140043000,0.004176,181.4585213,1111.948915,8551670,0.001768,7690.704028,127465.1125,15679300,2.59,123.0085605,1123.934606,922833,0.000103,821.0735709,,12/3/15,0.0653,0.0424,0.00124,0.0246,0.0182%,1.2657%,0.1515%,0.9498%,0.5963%
12/4/15,899734592.7,5388110000,361.26,5.988554896,11900874.78,146942000,3.38,12.34715958,136370.595,61065700,0.812082,447.7922824,420042.5967,142951000,0.004262,340.3250078,3818.848811,8284070,0.001713,2169.258436,173731.9354,16723300,2.76,96.2592166,480.2343576,974880,0.000108,2030.008858,,12/4/15,0.0595,0.0336,0.00147,0.0159,0.0165%,0.9941%,0.1810%,0.5761%,0.4419%
12/5/15,1702919109,5426180000,363.72,3.186399149,13911972.7,146450000,3.37,10.52690392,121090.5238,63276000,0.841195,522.5512122,548483.8535,159499000,0.004756,290.7998093,3679.157963,9725550,0.002011,2643.417352,1266717.126,16273500,2.69,12.84698823,1877.818202,1058130,0.000118,563.489053,,12/5/15,0.0626,0.0342,0.00163,0.019,0.0172%,1.0148%,0.1938%,0.7063%,0.4830%
12/6/15,2083410028,5813290000,389.56,2.790276481,15352770.52,153258000,3.53,9.9824328,207369.5215,65194900,0.866417,314.3899813,875337.0437,177809000,0.005302,203.1320407,7526.815326,9017940,0.001864,1198.108311,127759.2927,16315300,2.69,127.7034308,1063.697016,1077410,0.00012,1012.891814,,12/6/15,0.0666,0.0395,0.00161,0.0194,0.0171%,1.1190%,0.1858%,0.7212%,0.5108%
12/7/15,1142086725,5821140000,389.98,5.096933424,19371245.26,150138000,3.45,7.750560068,377754.6268,62950900,0.836322,166.6449476,1095243.997,178156000,0.005312,162.6632974,17351.8384,9273600,0.001917,534.4448114,79031.88215,16298400,2.69,206.225634,199.8697281,930447,0.000103,4655.267253,,12/7/15,0.0675,0.0142,0.00109,0.0179,0.0173%,0.4116%,0.1303%,0.6654%,0.3062%
12/8/15,1096739000,5908810000,395.75,5.387617293,11261655.8,158672000,3.65,14.08957997,142951.3058,60690400,0.806024,424.5529599,1608837.631,186501000,0.005561,115.922823,4205.658441,9508700,0.001966,2260.930157,124060.7969,15820500,2.61,127.5221536,1022.719484,1137930,0.000126,1112.651141,,12/8/15,0.0665,0.0277,0.00109,0.0193,0.0168%,0.7589%,0.1352%,0.7395%,0.4126%
12/9/15,1469630955,6189620000,414.44,4.211683197,18533044.1,160252000,3.68,8.64682559,202087.3428,62098400,0.824454,307.2849548,4447844.096,227913000,0.006796,51.24122948,3579.903819,11106400,0.002296,3102.42972,80824.3242,16074600,2.65,198.8831971,1119.394883,1205030,0.000134,1076.501258,,12/9/15,0.0708,0.0291,0.00115,0.0233,0.0171%,0.7908%,0.1395%,0.8792%,0.4566%
12/10/15,1294696079,6244360000,417.99,4.823031522,13043510.59,159735000,3.67,12.24631965,172508.9267,59945000,0.79559,347.4892641,4070934.959,285962000,0.008527,70.24479706,2765.970615,9980630,0.002063,3608.364437,112252.9191,15865200,2.61,141.3344092,1689.065692,1233710,0.000137,730.4097207,,12/10/15,0.0704,0.0281,0.00124,0.0212,0.0168%,0.7657%,0.1559%,0.8123%,0.4377%
12/11/15,1410502821,6206150000,415.28,4.399955752,17944609.64,159938000,3.67,8.91287151,268100.8568,63312400,0.839995,236.1514273,36105363.05,283239000,0.008445,7.84479025,14238.89766,9798790,0.002026,688.1705477,159587.1624,15164400,2.5,95.02268085,1060.75439,1311020,0.000146,1235.931722,,12/11/15,0.089,0.0252,0.00178,0.0239,0.0214%,0.6866%,0.2119%,0.9560%,0.4690%
12/12/15,1501585812,6761730000,452.33,4.503059331,27019093.8,167378000,3.84,6.194804357,452377.8319,70210000,0.931196,155.2021232,4017945.779,283513000,0.008454,70.56167892,14774.90176,10326800,0.002135,698.9420415,142577.803,15026900,2.47,105.3943859,123.5374206,1320440,0.000147,10688.58321,,12/12/15,0.0783,0.0521,0.00272,0.0256,0.0173%,1.3568%,0.2921%,1.0364%,0.6757%
12/13/15,2124327147,6454430000,431.66,3.038340874,17563545.39,156708000,3.6,8.922344353,314251.884,73276400,0.971538,233.1772814,2269205.322,286139000,0.008532,126.0965666,481.7171684,9605100,0.001986,19939.29349,98815.65366,15506300,2.55,156.921494,6450.727596,1399390,0.000155,216.9352184,,12/13/15,0.0764,0.0382,0.00245,0.0239,0.0177%,1.0611%,0.2522%,0.9373%,0.5671%
12/14/15,1971999380,6480070000,433.27,3.286040587,14967214.79,158529000,3.64,10.59175018,295321.0774,72176400,0.95662,244.3997585,2975126.733,294258000,0.008774,98.90603875,610.4213881,9989040,0.002065,16364.17104,346423.8335,15396800,2.53,44.44497899,809.7282008,1288610,0.000143,1591.410548,,12/14/15,0.0774,0.0435,0.00475,0.0351,0.0179%,1.1951%,0.4965%,1.3874%,0.7742%
12/15/15,1805371420,6640850000,443.88,3.678384364,22810077,157776000,3.62,6.916942892,530148.9963,74764100,0.990589,141.0246941,2476637.179,254899000,0.0076,102.9214138,10771.28547,9594070,0.001983,890.7079873,131416.8086,16851000,2.77,128.2256066,615.4091742,1239320,0.000138,2013.814633,,12/15/15,0.0816,0.0544,0.00549,0.0324,0.0184%,1.5028%,0.5542%,1.1697%,0.8113%
12/16/15,1956478569,6962090000,465.21,3.558480072,14321220.58,167443000,3.84,11.69195035,1487848.805,76791600,1.02,51.61250238,955892.2391,224334000,0.006689,234.6854497,227.9357164,9048130,0.00187,39695.97281,183818.4541,17218200,2.83,93.6695942,2276.687936,1131790,0.000126,497.1212709,,12/16/15,0.0775,0.0649,0.0043,0.0267,0.0167%,1.6901%,0.4216%,0.9435%,0.7679%
12/17/15,1830691357,6807850000,454.78,3.71873171,14956508.55,161615000,3.7,10.8056636,436395.4726,74999300,0.993043,171.8608572,976078.3568,226524000,0.006754,232.0756304,1653.109096,8927870,0.001846,5400.653849,127006.0629,16651400,2.73,131.1071268,23474.8745,1790580,0.000199,76.27644612,,12/17/15,0.0793,0.0593,0.00326,0.0305,0.0174%,1.6027%,0.3283%,1.1172%,0.7664%
12/18/15,1754799755,6825640000,455.85,3.889697375,15084455.64,163728000,3.75,10.85408741,222673.0108,70890600,0.938327,318.3618875,685761.4126,224227000,0.006686,326.9752364,874.4116995,8981180,0.001857,10271.11143,223074.0996,16067600,2.64,72.02808407,5129.324889,2188060,0.000243,426.5785552,,12/18/15,0.0812,0.0845,0.00332,0.0266,0.0178%,2.2533%,0.3538%,1.0076%,0.9081%
12/19/15,1689509126,6942950000,463.55,4.10944806,9858106.32,164389000,3.77,16.67551502,209991.8681,69644200,0.921524,331.6518904,404839.6134,214054000,0.006383,528.7377839,884.5791497,8943110,0.001849,10110.01673,189767.0947,18461600,3.03,97.28557011,4761.19175,1639130,0.000182,344.2688483,,12/19/15,0.0763,0.0602,0.00279,0.0225,0.0165%,1.5968%,0.3028%,0.7426%,0.6647%
12/20/15,1723305104,6925030000,462.23,4.018458475,10018755.21,163373000,3.74,16.3067164,186639.5987,68663100,0.90824,367.8913826,852845.663,211015000,0.006292,247.4246035,112.2168005,8911430,0.001842,79412.61879,483346.0323,18810200,3.09,38.91663269,3616.288884,1461530,0.000162,404.1518935,,12/20/15,0.0785,0.0663,0.00321,0.0258,0.0170%,1.7727%,0.3534%,0.8350%,0.7445%
12/21/15,2194242915,6636280000,442.84,3.024405345,29413655.43,154934000,3.55,5.267417386,212202.9117,68521200,0.906065,322.9041462,952711.0396,209072000,0.006234,219.4495406,108.7413421,8450230,0.001747,77709.45106,484750.5116,21459700,3.52,44.2695768,1462.053088,1398200,0.000155,956.3264231,,12/21/15,0.0784,0.156,0.00294,0.0237,0.0177%,4.3944%,0.3245%,0.6733%,1.3525%
12/22/15,2006436223,6556960000,437.44,3.267963329,7129002.276,151163000,3.46,21.2039489,212682.9644,67704600,0.894973,318.3357924,399597.3384,210319000,0.006271,526.3273295,0.03562,8614320,0.001781,241839416.1,173204.7933,20289600,3.33,117.1422546,1097.750758,1729500,0.000192,1575.494243,,12/22/15,0.0772,0.0912,0.00254,0.0258,0.0176%,2.6358%,0.2838%,0.7748%,0.9280%
12/23/15,1875386055,6547850000,436.72,3.491467788,27549158.47,150056000,3.43,5.446845142,123611.7522,65215800,0.861782,527.585758,521376.8692,207526000,0.006188,398.0345356,6463.424208,8347920,0.001726,1291.563068,368879.5814,20638600,3.38,55.94942371,3527.630332,1742160,0.000194,493.8612712,,12/23/15,0.0794,0.141,0.00315,0.0218,0.0182%,4.1108%,0.3655%,0.6450%,1.2849%
12/24/15,2021905784,6645120000,443.09,3.286562634,20059970.58,157004000,3.59,7.826731319,107067.4719,65060000,0.859433,607.6542097,427998.7207,201991000,0.006023,471.9429995,5071.165331,8431660,0.001743,1662.667148,268439.0509,20114800,3.29,74.9324658,4092.329676,1824760,0.000203,445.8976046,,12/24/15,0.0785,0.136,0.00295,0.029,0.0177%,3.7883%,0.3432%,0.8815%,1.2577%
12/25/15,1729306465,6823120000,454.86,3.945581733,7421902.307,159629000,3.65,21.50782824,59140.38977,65275400,0.861993,1103.736385,461641.605,200253000,0.005971,433.7845589,196.9065578,8496860,0.001757,43151.73703,210656.0404,19882500,3.25,94.3837165,1128.15778,1635830,0.000182,1450.00108,,12/25/15,0.0746,0.0936,0.00244,0.0345,0.0164%,2.5644%,0.2831%,1.0615%,0.9813%
12/26/15,1164813796,6838480000,455.76,5.870878266,18370057.19,159347000,3.64,8.674278928,126471.2118,65961900,0.870766,521.5566378,1214864.965,217690000,0.006491,179.1886393,770.6941785,8851350,0.00183,11484.90575,357429.8845,20278200,3.32,56.73336473,543.8579496,1665990,0.000185,3063.281508,,12/26/15,0.075,0.0942,0.00252,0.0297,0.0165%,2.5879%,0.2894%,0.8946%,0.9471%
12/27/15,488878516.9,6251440000,416.51,12.78730765,12820167.57,149735000,3.42,11.67964453,67737.44213,64650000,0.853166,954.4204501,563666.3412,206978000,0.006172,367.1995024,31.52283738,7978740,0.001649,253109.8296,154199.9291,20334100,3.33,131.8684134,1536.215609,1454210,0.000162,946.6184249,,12/27/15,0.0706,0.0994,0.00336,0.0238,0.0170%,2.9064%,0.3938%,0.7147%,1.0080%
12/28/15,681432582.8,6356100000,423.34,9.327555154,8589009.725,152300000,3.48,17.73196269,378461.0367,64913200,0.856356,171.5188453,796778.0704,212902000,0.006348,267.2036391,539.6645884,8331330,0.001722,15437.97792,419657.5886,20637500,3.37,49.17699706,1265.264991,1352370,0.00015,1068.843293,,12/28/15,0.0764,0.0669,0.00252,0.0229,0.0180%,1.9224%,0.2943%,0.6795%,0.7286%
12/29/15,619370574.2,6339010000,422.1,10.23459987,7617006.389,152035000,3.47,19.95994125,241549.406,63985600,0.843835,264.8965322,576694.5106,212685000,0.006342,368.8001119,922.6708875,8567100,0.001771,9285.109259,265155.724,20905100,3.41,78.84083997,368.8591989,1256480,0.00014,3406.394645,,12/29/15,0.0722,0.0845,0.0025,0.0283,0.0171%,2.4352%,0.2963%,0.8299%,0.8946%
12/30/15,523201301,6508960000,433.3,12.44064185,9101273.257,153896000,3.51,16.90928243,188128.8338,66314200,0.874258,352.4935474,324882.8591,210132000,0.006266,646.7931258,1151.6954,8443070,0.001745,7330.992205,239089.9237,20252100,3.3,84.70494985,355.0494873,1448130,0.000161,4078.670867,,12/30/15,0.0749,0.119,0.00314,0.0339,0.0173%,3.3903%,0.3592%,1.0273%,1.1985%
12/31/15,462542353.9,6399190000,425.88,13.83481955,6897681.284,151635000,3.46,21.98347441,355305.0726,69207400,0.912098,194.7830339,485646.7426,207381000,0.006184,427.0202635,170.7773837,8533920,0.001764,49971.01966,389335.9431,19514900,3.18,50.123551,211.952406,1439410,0.00016,6791.194434,,12/31/15,0.0699,0.0829,0.00232,0.0309,0.0164%,2.3960%,0.2544%,0.9717%,0.9096%
1/1/16,375435509.9,6473530000,430.72,17.24272166,7019798.343,152570000,3.48,21.73424257,321708.3749,70870900,0.933712,220.2954773,259737.4336,202562000,0.00604,779.8721856,435.3361712,8472820,0.001752,19462.7062,313865.2981,20143400,3.28,64.17848715,707.9298761,1358320,0.000151,1918.721113,,1/1/16,0.0691,0.101,0.00182,0.0287,0.0160%,2.9023%,0.1949%,0.8750%,0.9971%
1/2/16,314702678.9,6533630000,434.62,20.76127863,6209994.408,154187000,3.52,24.82884684,245604.1973,71933100,0.947401,292.8822096,330392.7591,199767000,0.005957,604.6349216,191.9303282,8462960,0.001749,44093.91721,1174878.88,19455500,3.17,16.55957931,89.33125512,1458810,0.000162,16330.34259,,1/2/16,0.0913,0.0876,0.00204,0.0307,0.0210%,2.4886%,0.2153%,0.9685%,0.9234%
1/3/16,333611160.6,6519500000,433.58,19.54221192,5976669.164,153739000,3.5,25.72319059,347988.6065,71275900,0.93843,204.8225105,435778.0299,203442000,0.006066,466.8477667,778.6056315,8479600,0.001753,10890.75092,293998.035,18622300,3.03,63.34157982,602.8391699,1484340,0.000165,2462.248762,,1/3/16,0.0726,0.0766,0.00206,0.0214,0.0167%,2.1886%,0.2195%,0.7063%,0.7828%
1/4/16,394804446.8,6468180000,430.06,16.38325012,4885370.957,152699000,3.48,31.25637773,149811.5481,73853900,0.972045,492.9786851,416079.2223,201852000,0.006019,485.1287668,1249.967501,8439010,0.001745,6751.383532,357264.0528,19024300,3.1,53.24996974,4133.885715,1575230,0.000175,381.053108,,1/4/16,0.0733,0.104,0.00219,0.0173,0.0170%,2.9885%,0.2253%,0.5581%,0.9472%
1/5/16,474970993.9,6515380000,433.07,13.71742713,5826437.759,153319000,3.49,26.31436331,987732.1151,72442400,0.953147,73.34215309,441569.7883,199673000,0.005954,452.1889977,1239.208019,8456040,0.001748,6823.745387,689699.5413,20643400,3.36,29.93100439,1703.295759,1824260,0.000203,1071.017755,,1/5/16,0.0766,0.0655,0.00358,0.0235,0.0177%,1.8768%,0.3756%,0.6994%,0.7424%
1/6/16,573814884.5,6498830000,431.86,11.32565602,10253880.5,152276000,3.47,14.85057291,248781.8224,72229700,0.950028,290.3335112,656468.5706,202699000,0.006044,308.7718272,1035.3998,8325820,0.001721,8041.164387,666115.0298,20501100,3.34,30.77711669,165.763025,1678260,0.000186,10124.45327,,1/6/16,0.076,0.083,0.0038,0.0241,0.0176%,2.3919%,0.4000%,0.7216%,0.8828%
1/7/16,614457023.1,6472580000,430.01,10.53382052,18046837.52,151582000,3.45,8.399366361,334745.2418,72692900,0.955801,217.1588746,1166594.976,201168000,0.005998,172.4403106,2940.516094,8073020,0.001669,2745.443229,520268.3306,23866800,3.88,45.87402038,3467.782558,1688180,0.000188,486.8182972,,1/7/16,0.0872,0.132,0.00295,0.0242,0.0203%,3.8261%,0.3086%,0.6237%,1.1947%
1/8/16,500012036.4,6888600000,457.54,13.77686835,28881985.41,158077000,3.6,5.473204066,185057.495,71724000,0.942752,387.5768448,541401.9199,202573000,0.00604,374.1638006,56316.94599,8399830,0.001736,149.1527968,1492828.341,30399700,4.94,20.36382829,12465.11039,2265820,0.000252,181.772959,,1/8/16,0.0816,0.135,0.00236,0.0192,0.0178%,3.7500%,0.2503%,0.3887%,1.1017%
