date,BTC.Volume(USD),BTC.marketcap(USD),BTC.price(USD),BTC.NVT(Daily),LTC.Volume(USD),LTC.marketcap(USD),LTC.price(USD),LTC.NVT(Daily),ETH.Volume(USD),ETH.marketcap(USD),ETH.price(USD),ETH.NVT(Daily),XRP.Volume(USD),XRP.marketcap(USD),XRP.price(USD),XRP.NVT(Daily),XLM.Volume(USD),XLM.marketcap(USD),XLM.price(USD),XLM.NVT(Daily),DASH.Volume(USD),DASH.marketcap(USD),DASH.price(USD),DASH.NVT(Daily),XEM.Volume(USD),XEM.marketcap(USD),XEM.price(USD),XEM.NVT(Daily),,Date,BTC,LTC,ETH,DASH,BTC %,LTC %,ETH %,DASH %,Avg %
4/26/16,1178336647,7143060000,461.65,6.061985783,89367429.25,172756000,3.8,1.933098014,8761555.114,597819000,7.53,68.23206522,739580.4388,253812000,0.007279,343.1837657,0,10279500,0.001874,#DIV/0!,360271.6837,43824200,6.82,121.6420884,15077.19663,13641500,0.001516,904.7769512,,4/26/16,0.624,0.0168,0.00486,0.0758,0.1352%,0.4421%,0.0645%,1.1114%,0.4383%
4/27/16,1059843584,7216190000,466.26,6.80873113,52814400.17,184330000,4.05,3.490146616,5777260.532,587076000,7.39,101.6184049,867467.1368,247354000,0.007094,285.145096,1342.2334,9982290,0.00182,7437.074652,402200.7872,43408500,6.75,107.9274367,41722.13031,13791900,0.001532,330.5655751,,4/27/16,0.0884,0.0141,0.00459,0.0839,0.0190%,0.3481%,0.0621%,1.2430%,0.4180%
4/28/16,987758165.6,6889170000,445.04,6.974551302,85795078.33,176662000,3.88,2.059115784,6025711.866,615316000,7.74,102.1150718,969462.6025,234332000,0.00672,241.713295,134.3127134,10056100,0.001833,74870.79772,221270.4688,42348300,6.58,191.3870397,30801.001,14760900,0.00164,479.2344249,,4/28/16,0.089,0.0175,0.00489,0.0684,0.0200%,0.4510%,0.0632%,1.0395%,0.3934%
4/29/16,996567394.6,6958330000,449.41,6.982297472,23237527.86,172762000,3.79,7.434611849,4384710.092,573124000,7.21,130.7096679,632571.6911,233220000,0.006689,368.6854839,280.6894755,10444900,0.001904,37211.58401,517839.1354,42968300,6.68,82.97615429,4278.839767,14392900,0.001599,3363.738954,,4/29/16,0.0857,0.0132,0.00468,0.0777,0.0191%,0.3483%,0.0649%,1.1632%,0.3989%
4/30/16,815853298.7,7049460000,455.18,8.640597533,17701935.24,173790000,3.81,9.817570659,20174849.69,592992000,7.45,29.39263535,687105.2146,235757000,0.006761,343.1163015,16.7491022,10141500,0.001849,605495.1409,228189.158,42439700,6.59,185.9847346,19093.97209,14456100,0.001606,757.1028142,,4/30/16,0.0857,0.0131,0.0058,0.0959,0.0188%,0.3438%,0.0779%,1.4552%,0.4739%
5/1/16,749924717.9,6947430000,448.48,9.264169902,17457890.67,166735000,3.66,9.550695625,15499781.26,698377000,8.78,45.0572165,346482.96,237517000,0.006812,685.5084592,1.200465894,10158800,0.001852,8462381.187,457922.2022,43892000,6.82,95.85034269,68756.83848,14412300,0.001601,209.6126046,,5/1/16,0.0812,0.0129,0.00808,0.0917,0.0181%,0.3525%,0.0920%,1.3446%,0.4518%
5/2/16,945456079,7002610000,451.93,7.406594717,14414808.7,169120000,3.71,11.73237908,17058092.78,708137000,8.89,41.51325762,708317.2861,236793000,0.006791,334.3035736,16.69237352,10330700,0.001883,618887.421,237921.6971,43524000,6.76,182.9341356,32822.96652,14457800,0.001606,440.478163,,5/2/16,0.0901,0.0115,0.00629,0.129,0.0199%,0.3100%,0.0708%,1.9083%,0.5772%
5/3/16,915517007.4,6892690000,444.73,7.528740531,18963121.79,167955000,3.68,8.856927772,14343392.05,809644000,10.17,56.4471777,492243.4774,234192000,0.006716,475.7645571,3815.068517,10248500,0.001868,2686.321348,247822.4484,43815200,6.8,176.8007712,38865.75624,14166500,0.001574,364.4982465,,5/3/16,0.0851,0.0173,0.00683,0.108,0.0191%,0.4701%,0.0672%,1.5882%,0.5362%
5/4/16,909328639.7,6978950000,450.18,7.674838002,13589497.25,170729000,3.74,12.56330509,10316379.06,747638000,9.38,72.47097026,681907.4595,228655000,0.006558,335.3167601,46000.16872,10216600,0.001862,222.0991854,518373.0928,44780500,6.95,86.38662118,8023.748338,14197900,0.001578,1769.48471,,5/4/16,0.0903,0.0107,0.00695,0.12,0.0201%,0.2861%,0.0741%,1.7266%,0.5267%
5/5/16,899648328.5,6926990000,446.71,7.69966417,18072000.36,170776000,3.74,9.449756344,10384630.37,749038000,9.4,72.12948108,746942.6487,220475000,0.006323,295.1699175,39.69282237,10228500,0.001865,257691.426,774239.1452,44791400,6.95,57.85215108,29247.92554,13819400,0.001535,472.4916295,,5/5/16,0.0862,0.0111,0.00768,0.131,0.0193%,0.2968%,0.0817%,1.8849%,0.5707%
5/6/16,843946767.9,6947800000,447.94,8.232509756,14339399.04,169660000,3.72,11.83173713,20087422.85,782261000,9.81,38.94282535,747939.1047,216107000,0.006198,288.9366242,563.4985366,10094100,0.00184,17913.26746,793397.6563,45260900,7.02,57.04692929,3539.346477,13818000,0.001535,3904.110573,,5/6/16,0.0862,0.0123,0.00825,0.107,0.0192%,0.3306%,0.0841%,1.5242%,0.4896%
5/7/16,850965390.5,7131120000,459.64,8.380035287,29457242.61,174435000,3.82,5.921633682,14177187.12,743166000,9.32,52.41984843,464372.2896,222997000,0.006395,480.2116858,1087.60926,10076000,0.001837,9264.35658,500767.2753,46923900,7.27,93.70400646,21540.92227,14713600,0.001635,683.0533909,,5/7/16,0.0853,0.0131,0.0063,0.0711,0.0186%,0.3429%,0.0676%,0.9780%,0.3518%
5/8/16,700913767.4,7114060000,458.43,10.14969363,9638749.017,179835000,3.94,18.65750417,13341710.99,748030000,9.37,56.06702172,394288.0523,226293000,0.00649,573.9281185,14.85184011,9951850,0.001814,670075.218,826604.0787,47795000,7.4,57.82090995,10779.92283,13990900,0.001555,1297.866434,,5/8/16,0.0842,0.0112,0.0067,0.0738,0.0184%,0.2843%,0.0715%,0.9973%,0.3429%
5/9/16,796732408.7,7112510000,458.21,8.927100144,24910226.92,179947000,3.94,7.223820183,19259678.75,758000000,9.49,39.35683507,423319.8952,223244000,0.006402,527.364772,207.0910384,9852060,0.001796,47573.56993,542170.6195,47690800,7.39,87.96271558,14318.57203,13557600,0.001506,946.8541953,,5/9/16,0.0819,0.0154,0.00644,0.103,0.0179%,0.3909%,0.0679%,1.3938%,0.4676%
5/10/16,902078658,7150370000,460.52,7.926548241,32085022.25,185501000,4.06,5.781545001,19192356.12,741417000,9.28,38.63084842,13250544.89,223113000,0.006399,16.83802454,23342.66087,9884810,0.001802,423.4654334,1458821.341,49545300,7.67,33.96255497,7010.695255,13276900,0.001475,1893.806465,,5/10/16,0.0891,0.0173,0.00635,0.0766,0.0193%,0.4261%,0.0684%,0.9987%,0.3781%
5/11/16,998509870.1,7002230000,450.86,7.012679804,25620328.99,174695000,3.82,6.818608772,28794883.36,753600000,9.43,26.1713163,3399258.175,218707000,0.006272,64.33962609,1901.913936,9735820,0.001775,5118.959284,1043970.255,51377400,7.95,49.21347112,1159.408767,13558000,0.001506,11693.89122,,5/11/16,0.0886,0.0176,0.0075,0.105,0.0197%,0.4607%,0.0795%,1.3208%,0.4702%
5/12/16,981845574.1,7028330000,452.45,7.158284546,28303709.75,177543000,3.88,6.272781964,32664390.06,798952000,10,24.45941891,603209.2788,215780000,0.006188,357.7199615,1745.941979,9855850,0.001797,5645.004312,547597.6576,53437600,8.27,97.58551604,22236.04329,13805700,0.001534,620.870351,,5/12/16,0.0924,0.0107,0.00884,0.114,0.0204%,0.2758%,0.0884%,1.3785%,0.4408%
5/13/16,1020587775,7067270000,454.85,6.924705716,23681275.82,176401000,3.86,7.448965222,81784685.89,804647000,10.06,9.838602316,634712.6442,215019000,0.006167,338.7658998,12662.66584,9877520,0.001801,780.050593,399327.5133,52138500,8.06,130.5657594,13210.97155,14002000,0.001556,1059.876629,,5/13/16,0.0932,0.0105,0.00956,0.109,0.0205%,0.2720%,0.0950%,1.3524%,0.4350%
5/14/16,823142176.3,7084100000,455.82,8.606168174,29714798.21,179752000,3.93,6.04924182,62166782.18,840395000,10.51,13.51839311,388329.4137,213073000,0.006111,548.6913751,868.7575561,9709270,0.00177,11176.04092,710530.3156,52305900,8.09,73.6152967,16177.78714,13657000,0.001517,844.1822036,,5/14/16,0.103,0.0136,0.0079,0.116,0.0226%,0.3461%,0.0752%,1.4339%,0.4694%
5/15/16,834336870.6,7084760000,455.76,8.491486172,21588278.41,183781000,4.01,8.512999348,15320022.31,819399000,10.24,53.48549652,380001.6229,211725000,0.006072,557.1686731,245.8444165,9780640,0.001783,39783.86062,371121.8183,50146500,7.75,135.1214009,3423.908843,12919500,0.001435,3773.318915,,5/15/16,0.104,0.0109,0.00737,0.0856,0.0228%,0.2718%,0.0720%,1.1045%,0.3678%
5/16/16,1034723510,7114740000,457.59,6.875981777,31057449.6,186086000,4.06,5.991670353,14878197.23,798116000,9.97,53.64332704,577549.0773,211333000,0.006061,365.9134926,11280.51665,9544640,0.00174,846.1172743,561833.2112,49323000,7.62,87.78939909,12889.1325,13232000,0.00147,1026.601286,,5/16/16,0.115,0.0118,0.00774,0.0828,0.0251%,0.2906%,0.0776%,1.0866%,0.3700%
5/17/16,1066573230,7060730000,454.01,6.620014269,39088065.53,183427000,4,4.692659959,14809048.7,896505000,11.19,60.53764951,728813.0898,209984000,0.006022,288.117767,343.3400805,9454680,0.001724,27537.36175,1479738.24,48036000,7.42,32.46249823,9528.548229,13423100,0.001491,1408.724569,,5/17/16,0.111,0.012,0.00828,0.0882,0.0244%,0.3000%,0.0740%,1.1887%,0.3968%
5/18/16,930059750.6,7057390000,453.69,7.588103877,22329782.25,182396000,3.98,8.168283862,22172358.94,975878000,12.18,44.01326908,676874.4646,209981000,0.006022,310.2214827,11.55081914,9327460,0.0017,807515.0241,1640706.014,48377400,7.47,29.48572114,12982.6982,13188200,0.001465,1015.828898,,5/18/16,0.113,0.012,0.00989,0.114,0.0249%,0.3015%,0.0812%,1.5261%,0.4834%
5/19/16,940714321.1,7072090000,454.52,7.517787113,24066493.45,183495000,4,7.62450086,36040562.45,1085570000,13.54,30.12078409,1335964.744,210068000,0.006025,157.2406764,254.2807247,9384080,0.001711,36904.40953,750307.4038,50832500,7.85,67.74889831,17439.62237,12995300,0.001444,745.1594838,,5/19/16,0.113,0.0146,0.0104,0.123,0.0249%,0.3650%,0.0768%,1.5669%,0.5084%
5/20/16,739035694,6813080000,437.79,9.218878134,24959419.76,175409000,3.82,7.02776754,33602814.49,1191080000,14.85,35.44584042,1454458.2,210178000,0.006028,144.5060435,32.98357662,9135470,0.001665,276970.2663,458017.9635,53108400,8.19,115.9526574,91135.20753,13921600,0.001547,152.7576485,,5/20/16,0.109,0.0126,0.0121,0.125,0.0249%,0.3298%,0.0815%,1.5263%,0.4906%
5/21/16,573839889.9,6895230000,442.97,12.01594752,16690402.96,178150000,3.88,10.67379862,13659739.83,1098220000,13.69,80.39831018,188879.9543,212346000,0.00609,1124.237883,316.3336619,9053020,0.00165,28618.57934,1041915.863,53077100,8.19,50.94182927,25119.69924,15204900,0.001689,605.2978523,,5/21/16,0.131,0.0125,0.0112,0.0926,0.0296%,0.3222%,0.0818%,1.1306%,0.3910%
5/22/16,500250667.8,6900700000,443.22,13.79448433,17376734.18,181558000,3.96,10.44833846,9438789.697,1126810000,14.04,119.3807719,501793.8333,208835000,0.005989,416.176896,274.4107669,8963000,0.001634,32662.71256,537520.9865,53022100,8.18,98.641916,28391.39593,14581200,0.00162,513.5781289,,5/22/16,0.104,0.0135,0.0104,0.103,0.0235%,0.3409%,0.0741%,1.2592%,0.4244%
5/23/16,677323495.8,6842470000,439.35,10.10221857,19931775.56,180067000,3.92,9.034167552,17881207.83,1146470000,14.28,64.11591492,563681.7264,206946000,0.005935,367.1327104,26691.66807,8919600,0.001626,334.1716964,466527.4582,53381300,8.23,114.4226327,24149.95157,15255100,0.001695,631.6824261,,5/23/16,0.109,0.0125,0.00951,0.123,0.0248%,0.3189%,0.0666%,1.4945%,0.4762%
5/24/16,829548810.9,6921460000,444.29,8.343644049,18448274.83,182003000,3.96,9.865583729,23464157.54,1068670000,13.31,45.54478456,600378.951,206112000,0.005911,343.3031749,6558.031081,8769630,0.001599,1337.235199,597261.027,52712500,8.12,88.25705615,21906.13816,14950300,0.001661,682.4708168,,5/24/16,0.108,0.013,0.00866,0.134,0.0243%,0.3283%,0.0651%,1.6502%,0.5170%
5/25/16,1283595925,6950690000,446.06,5.415014074,24374899.11,181463000,3.95,7.444666712,21957301.31,1027940000,12.79,46.81540713,979665.2486,207885000,0.005962,212.200035,310.7812044,8833320,0.00161,28422.9544,688400.3619,52311100,8.06,75.98935575,13823.86853,14798100,0.001644,1070.47459,,5/25/16,0.108,0.0259,0.00874,0.101,0.0242%,0.6557%,0.0683%,1.2531%,0.5003%
5/26/16,1346768653,7008500000,449.67,5.203937578,33971254.56,185862000,4.05,5.471155022,16054008.17,1006080000,12.52,62.66846193,392675.1659,200756000,0.005757,511.2520919,65.49528943,8505980,0.001551,129871.6301,783185.2453,52188400,8.04,66.63608682,44467.54379,14747100,0.001639,331.6373864,,5/26/16,0.114,0.0107,0.00864,0.131,0.0254%,0.2642%,0.0690%,1.6294%,0.4970%
5/27/16,1607515633,7070010000,453.52,4.398097199,96127507.92,187948000,4.09,1.955194762,32401610.94,996293000,12.39,30.74825514,339604.8478,197696000,0.00567,582.1353884,198.2082534,8124070,0.001481,40987.54649,1142941.66,49284900,7.59,43.12109857,40217.98038,12912500,0.001435,321.0628649,,5/27/16,0.156,0.0119,0.00877,0.123,0.0344%,0.2910%,0.0708%,1.6206%,0.5042%
5/28/16,1536056837,7375780000,473.03,4.801762424,63696697.01,207386000,4.51,3.255836013,25072096.12,911724000,11.33,36.36409161,186625.869,197929000,0.005676,1060.565725,18.40761251,7920390,0.001444,430277.9621,481097.6963,50576500,7.77,105.1272961,46270.45519,14039600,0.00156,303.424722,,5/28/16,0.135,0.0131,0.0131,0.102,0.0285%,0.2905%,0.1156%,1.3127%,0.4368%
5/29/16,1113016551,8226500000,527.48,7.391174907,51148111.07,215630000,4.69,4.215795959,12174437.1,974784000,12.11,80.06809612,227060.6368,198119000,0.005682,872.5378507,133.7448462,8090770,0.001475,60494.06933,479076.8303,51607300,7.93,107.7223876,43071.4852,14509500,0.001612,336.8702038,,5/29/16,0.14,0.0145,0.0102,0.124,0.0265%,0.3092%,0.0842%,1.5637%,0.4959%
5/30/16,938181294.3,8243960000,528.47,8.787171574,74753709.78,213115000,4.63,2.850895302,12484729.18,992329000,12.33,79.48342218,130461.8927,197512000,0.005664,1513.944003,152.2161737,8213930,0.001497,53962.26827,661675.3277,51262200,7.88,77.47334358,45538.36934,14689500,0.001632,322.5741328,,5/30/16,0.146,0.0137,0.00923,0.106,0.0276%,0.2959%,0.0749%,1.3452%,0.4359%
5/31/16,1089985219,8335100000,534.19,7.646984431,58254948.45,215697000,4.69,3.702638244,13010027,1026410000,12.74,78.89376402,232994.9545,200360000,0.005746,859.9327844,1597.82407,8292700,0.001512,5189.995666,1185648.798,50749400,7.79,42.80306285,188889.8501,15070100,0.001674,79.78247635,,5/31/16,0.13,0.0119,0.00931,0.0925,0.0243%,0.2537%,0.0731%,1.1874%,0.3846%
6/1/16,954066952.2,8288680000,531.11,8.687734106,70807666.74,214171000,4.65,3.024686589,11117655.53,1136900000,14.11,102.2607687,339542.9135,198784000,0.005701,585.4458806,9141.875376,8461280,0.001542,925.5518865,1331928.761,50999700,7.83,38.29011091,49861.69083,16898600,0.001878,338.9094858,,6/1/16,0.128,0.0121,0.0103,0.0881,0.0241%,0.2602%,0.0730%,1.1252%,0.3706%
6/2/16,1013607535,8375000000,536.51,8.262566832,21101910.04,218428000,4.74,10.3511009,6988740.879,1127830000,13.99,161.3781394,1003059.481,202559000,0.005809,201.9411648,136.7007563,8372080,0.001526,61243.84552,2072012.313,51676400,7.93,24.94019928,17759.85355,18281500,0.002031,1029.372227,,6/2/16,0.135,0.0133,0.00901,0.0796,0.0252%,0.2806%,0.0644%,1.0038%,0.3435%
6/3/16,793355421.5,8395070000,537.68,10.58172639,21784235.97,217333000,4.72,9.976617966,8607840.175,1108220000,13.74,128.7454202,20920596.8,201062000,0.005766,9.61072009,740.4919492,8294730,0.001512,11201.64778,1961293.166,49887200,7.65,25.43587102,27020.69698,17725900,0.00197,656.0119456,,6/3/16,0.129,0.0133,0.00864,0.0918,0.0240%,0.2818%,0.0629%,1.2000%,0.3922%
6/4/16,678629467.4,8897080000,569.71,13.11036497,21063692.25,224016000,4.86,10.63517247,6447793.656,1118460000,13.86,173.4639878,869698.4922,203232000,0.005829,233.6809846,1063.712568,8391660,0.00153,7889.029659,1072057.742,50283500,7.71,46.90372358,10993.74468,18014600,0.002002,1638.622738,,6/4/16,0.135,0.0188,0.00877,0.0824,0.0237%,0.3868%,0.0633%,1.0687%,0.3856%
6/5/16,807885691.6,8955060000,573.31,11.08456319,19020884.42,221106000,4.8,11.62438061,6261589.748,1110690000,13.76,177.381471,919002.4482,201494000,0.005779,219.2529524,851.9678371,8372630,0.001526,9827.401499,1333756.498,53485800,8.2,40.1016228,22735.61249,18176900,0.00202,799.4902273,,6/5/16,0.134,0.0224,0.00863,0.0842,0.0234%,0.4667%,0.0627%,1.0268%,0.3949%
6/6/16,833467262.2,8977700000,574.6,10.77150886,19570558.22,221912000,4.81,11.3390736,6723135.922,1130350000,14,168.1283873,836344.9968,202051000,0.005795,241.5881015,69.32916727,8217880,0.001498,118534.2378,4561766.419,53254500,8.16,11.6740962,17989.75922,18023000,0.002003,1001.847761,,6/6/16,0.137,0.0265,0.00919,0.0827,0.0238%,0.5509%,0.0656%,1.0135%,0.4135%
6/7/16,1022501399,9149580000,585.45,8.948232258,28060960.53,228462000,4.95,8.141631495,13967639.38,1126330000,13.95,80.63853667,827524.3937,201000000,0.005764,242.8931419,173.7533559,8208440,0.001496,47241.90769,1595003.041,56515800,8.66,35.43303588,18947.16854,18208400,0.002023,961.0090268,,6/7/16,0.132,0.0264,0.0205,0.0947,0.0225%,0.5333%,0.1470%,1.0935%,0.4491%
6/8/16,996399102,9022250000,577.17,9.054855612,20300131.58,220210000,4.77,10.84771294,31226829.07,1172230000,14.51,37.53919418,915220.821,201539000,0.00578,220.2080584,125.3826839,8160500,0.001488,65084.74491,1467464.47,54565000,8.36,37.18318305,24048.09861,18425300,0.002047,766.1853147,,6/8/16,0.126,0.0233,0.0102,0.0894,0.0218%,0.4885%,0.0703%,1.0694%,0.4125%
6/9/16,982152040.2,9103080000,582.2,9.268503884,20600176.37,220448000,4.78,10.7012676,6670070.204,1166450000,14.43,174.8782193,800663.1003,201143000,0.005769,251.2205195,120.8891338,8208060,0.001496,67897.41758,2263233.678,53314500,8.16,23.55678095,43756.53577,17704500,0.001967,404.6138409,,6/9/16,0.129,0.0276,0.0104,0.0884,0.0222%,0.5774%,0.0721%,1.0833%,0.4387%
6/10/16,1096886027,9005920000,575.84,8.210442815,28449799.65,219324000,4.75,7.709157979,12872878.82,1162500000,14.38,90.30614023,983778.0055,201707000,0.005785,205.0330449,180.9017204,8707360,0.001587,48133.09669,1156120.01,52181400,7.99,45.1349337,35386.62345,16722400,0.001858,472.5627475,,6/10/16,0.133,0.0253,0.0101,0.106,0.0231%,0.5326%,0.0702%,1.3267%,0.4882%
6/11/16,924190926.9,9052360000,578.67,9.794902478,25556320.84,225407000,4.88,8.820009789,7331480.366,1125180000,13.91,153.4724154,246550.7148,200037000,0.005737,811.3422025,239.4163386,8627440,0.001573,36035.30173,1552641.809,54017900,8.27,34.7909606,5905.778644,16991200,0.001888,2877.046538,,6/11/16,0.126,0.0328,0.0102,0.101,0.0218%,0.6721%,0.0733%,1.2213%,0.4971%
6/12/16,1397766599,9539850000,609.68,6.82506651,54010094.26,234022000,5.07,4.332930782,15608527.54,1148070000,14.19,73.55402342,373390.6489,201058000,0.005766,538.465547,239.0031522,8647460,0.001576,36181.3638,1821058.075,50640100,7.75,27.80806428,53546.98408,17803600,0.001978,332.4855789,,6/12/16,0.159,0.0325,0.0101,0.0907,0.0261%,0.6410%,0.0712%,1.1703%,0.4772%
6/13/16,1598588975,10511900000,671.65,6.57573658,49043467.41,250146000,5.41,5.10049581,18625608.06,1276930000,15.77,68.55776176,1682387.838,204067000,0.005852,121.2960504,40.09047621,8888500,0.00162,221711.0107,933539.2674,48274600,7.38,51.71137593,29992.24703,18838900,0.002093,628.1256614,,6/13/16,0.175,0.0356,0.0133,0.0837,0.0261%,0.6580%,0.0843%,1.1341%,0.4756%
6/14/16,1382672148,11028900000,704.5,7.976511292,44518544.59,245165000,5.31,5.507030885,24910990.22,1426500000,17.61,57.26388183,6306792.533,203207000,0.005828,32.22034005,179.2986461,8561010,0.001561,47747.20939,905411.3585,47338400,7.24,52.28385922,62234.89449,19971400,0.002219,320.9035729,,6/14/16,0.192,0.0266,0.0139,0.1,0.0273%,0.5009%,0.0789%,1.3812%,0.4971%
6/15/16,1176417610,10736600000,685.68,9.126520982,38357346.72,241446000,5.22,6.294648109,17362158.47,1531790000,18.91,88.22578155,2603785.882,247316000,0.007093,94.98323259,214.3300685,9622540,0.001754,44895.89383,753486.4227,46535500,7.11,61.76023694,40713.20536,21384700,0.002376,525.2521832,,6/15/16,0.22,0.0243,0.0129,0.1,0.0321%,0.4655%,0.0682%,1.4065%,0.4931%
6/16/16,1598041674,10908900000,696.52,6.82641772,41505082.7,242907000,5.25,5.852463945,27213052.32,1488420000,18.36,54.69507729,51087444.97,240194000,0.006889,4.701624834,329.8031542,9145780,0.001667,27731.02647,1699911.625,44928500,6.86,26.42990338,51772.91001,21927200,0.002436,423.5265121,,6/16/16,0.226,0.0217,0.0183,0.0674,0.0324%,0.4133%,0.0997%,0.9825%,0.3820%
6/17/16,1702827057,12038900000,768.49,7.069948735,136361199.5,262382000,5.67,1.924169052,86871706.84,1674540000,20.65,19.27601127,1406918.766,234544000,0.006681,166.7075638,3780.226283,9451880,0.001723,2500.347676,830794.9441,44373000,6.78,53.41029133,50352.16931,24274200,0.002697,482.0884648,,6/17/16,0.232,0.0209,0.0597,0.0927,0.0302%,0.3686%,0.2891%,1.3673%,0.5138%
6/18/16,1327316734,11732600000,748.76,8.839337065,45638890.29,259298000,5.6,5.681514129,79113407.83,1247530000,15.38,15.76888209,634172.5726,234992000,0.006693,370.5489801,215.9616111,9311890,0.001697,43118.2651,514042.6148,46253800,7.06,89.98047762,87775.75919,23156400,0.002573,263.8131554,,6/18/16,0.225,0.0271,0.0553,0.101,0.0300%,0.4839%,0.3596%,1.4306%,0.5760%
6/19/16,1229385908,11859800000,756.69,9.646930163,28683508.09,257369000,5.56,8.972716977,20269851.81,906292000,11.17,44.71132837,1311222.59,231180000,0.006585,176.308738,4018.977368,9642670,0.001758,2399.284474,332846.6036,45323300,6.92,136.1687321,326072.2827,27365600,0.003041,83.92494993,,6/19/16,0.218,0.0279,0.0129,0.0819,0.0288%,0.5018%,0.1155%,1.1835%,0.4574%
6/20/16,1481659705,11976700000,763.93,8.083300073,30391332.7,260458000,5.63,8.57014079,32009615.75,993503000,12.24,31.03764218,1262696.308,239363000,0.006818,189.5649796,170.5968651,10065200,0.001835,58999.91184,717727.6036,45834900,6.99,63.86113586,580479.4876,44596400,0.004955,76.82683188,,6/20/16,0.23,0.0246,0.0129,0.0888,0.0301%,0.4369%,0.1054%,1.2704%,0.4607%
6/21/16,1687286877,11540000000,735.88,6.8393823,49402676.51,244250000,5.27,4.944064112,21124909.5,960014000,11.82,45.4446444,2912415.003,232764000,0.00663,79.92130233,37.79833293,9661820,0.001761,255614.9769,1438650.424,46722200,7.13,32.47640929,663568.8882,50700100,0.005633,76.40517948,,6/21/16,0.21,0.0232,0.0209,0.0843,0.0285%,0.4402%,0.1768%,1.1823%,0.4570%
6/22/16,1394903151,10445300000,665.91,7.488190127,49911879.71,223663000,4.83,4.481157618,27236334.6,1072510000,13.2,39.37791247,3800094.479,216925000,0.006179,57.08410705,17199.28594,9377330,0.001709,545.2162392,552768.9735,47384100,7.23,85.72134521,387496.428,39707300,0.004412,102.4713962,,6/22/16,0.218,0.0191,0.015,0.0854,0.0327%,0.3954%,0.1136%,1.1812%,0.4308%
6/23/16,1593548189,9373190000,597.44,5.881962067,64908169.16,181586000,3.92,2.797583145,23490805.4,1074240000,13.22,45.73023281,1390434.771,228886000,0.006519,164.614698,173.0266231,8999480,0.001641,52012.11143,632180.0576,47136900,7.19,74.56245959,251480.6756,37217300,0.004135,147.9926834,,6/23/16,0.184,0.0125,0.00992,0.0791,0.0308%,0.3189%,0.0750%,1.1001%,0.3812%
6/24/16,1484515958,9816730000,625.58,6.612748044,54754407.86,178563000,3.85,3.261162105,15367720.47,1112590000,13.68,72.39785511,1128606.639,223996000,0.00638,198.4712763,198.7510154,9137990,0.001666,45977.07328,1270089.621,46064500,7.02,36.26870044,393973.1477,46628200,0.005181,118.3537514,,6/24/16,0.204,0.0163,0.012,0.0933,0.0326%,0.4234%,0.0877%,1.3291%,0.4682%
6/25/16,1138260154,10442000000,665.28,9.173649768,37742829.82,198221000,4.27,5.251884952,17981538.11,1163530000,14.3,64.70692291,880335.4522,225631000,0.006427,256.3011627,107.335975,9814370,0.001789,91435.97943,1740044.36,46521100,7.09,26.73558276,777268.0393,68521300,0.007613,88.15659018,,6/25/16,0.197,0.0187,0.0109,0.0847,0.0296%,0.4379%,0.0762%,1.1946%,0.4346%
6/26/16,886308067.8,10454900000,665.93,11.79601132,37042034.09,196813000,4.24,5.313234137,8879312.034,1160590000,14.26,130.7071984,1403114.774,225021000,0.006409,160.3724828,1659.001381,9807240,0.001788,5911.532149,1283949.738,45565800,6.94,35.48877237,302084.2923,66539200,0.007393,220.2669973,,6/26/16,0.192,0.0215,0.00919,0.0594,0.0288%,0.5071%,0.0644%,0.8559%,0.3641%
6/27/16,1004053021,9882840000,629.35,9.84294633,29418753.01,187984000,4.05,6.389937736,9013527.234,1124170000,13.81,124.7203199,672467.3703,226280000,0.006402,336.492163,464.4439116,11081200,0.00202,23859.07043,1386584.686,45914000,6.98,33.11301537,501626.7603,61321900,0.006814,122.2460699,,6/27/16,0.182,0.0185,0.00966,0.0774,0.0289%,0.4568%,0.0699%,1.1089%,0.4161%
6/28/16,917548218.1,10336800000,658.1,11.26567498,37088212.68,192051000,4.14,5.178222032,21720485.63,1134340000,13.93,52.22443087,913152.0913,226469000,0.006407,248.0079739,2159.776745,13962800,0.002545,6464.927467,582847.0571,45903300,6.98,78.75702457,3242455.263,103728000,0.011525,31.99057244,,6/28/16,0.178,0.0203,0.00975,0.0746,0.0270%,0.4903%,0.0700%,1.0688%,0.4140%
6/29/16,947304620,10119600000,644.12,10.68251942,25216848.55,190440000,4.1,7.552093579,15430631.71,991926000,12.17,64.28291586,1505083.658,239467000,0.006775,159.1054416,90.68621731,12872500,0.002347,141945.4949,274447.1995,49132300,7.47,179.0227777,1498456.778,112803000,0.012534,75.27944858,,6/29/16,0.175,0.0154,0.0138,0.0752,0.0272%,0.3756%,0.1134%,1.0067%,0.3807%
6/30/16,973143709.1,10066400000,640.59,10.34420703,24413071.18,189371000,4.08,7.756951127,10947244.52,1027260000,12.6,93.83731202,643398.4907,239570000,0.006778,372.350889,105.3044312,11236200,0.002048,106702.0625,847129.7387,48381600,7.35,57.11238525,872892.113,93721500,0.010413,107.368939,,6/30/16,0.176,0.0164,0.0171,0.0886,0.0275%,0.4020%,0.1357%,1.2054%,0.4426%
