time,close,high,low,open,time,volumefrom,volumeto
2018-01-09 17:00:00,1204.64,1210.97,1197.57,1210.17,2018-01-09 17:00:00,21843.4,26302031.89
2018-01-09 18:00:00,1204.7,1212.68,1204.13,1204.64,2018-01-09 18:00:00,25805.07,31159144.07
2018-01-09 19:00:00,1210.33,1210.46,1198.01,1204.7,2018-01-09 19:00:00,18456.82,22245483.4
2018-01-09 20:00:00,1236.35,1237.64,1209.54,1210.35,2018-01-09 20:00:00,47063.05,57701933.14
2018-01-09 21:00:00,1243.96,1244.3,1231.03,1236.88,2018-01-09 21:00:00,32981.32,40893221.27
2018-01-09 22:00:00,1267.12,1300.3,1243.12,1243.96,2018-01-09 22:00:00,85744.65,109458277.9
2018-01-09 23:00:00,1289.24,1298.59,1266.18,1267.11,2018-01-09 23:00:00,53734.06,69202605.14
2018-01-10 00:00:00,1269.49,1291.93,1242.65,1289.24,2018-01-10 00:00:00,53663.79,67916543.03
2018-01-10 01:00:00,1266.34,1287.94,1261.78,1269.52,2018-01-10 01:00:00,37663.29,48052644.22
2018-01-10 02:00:00,1298.18,1299.87,1266.34,1266.34,2018-01-10 02:00:00,33561.48,43161922.19
2018-01-10 03:00:00,1345.57,1351.35,1298.22,1298.31,2018-01-10 03:00:00,81783.96,108773076.35
2018-01-10 04:00:00,1384.56,1385.22,1321.9,1345.57,2018-01-10 04:00:00,84297.87,114266396.58
2018-01-10 05:00:00,1353.72,1385.1,1340.64,1384.73,2018-01-10 05:00:00,57425.81,78450333.18
2018-01-10 06:00:00,1361.23,1381.35,1329.43,1353.72,2018-01-10 06:00:00,41398.25,56488617.58
2018-01-10 07:00:00,1324.61,1368.89,1322.52,1361.23,2018-01-10 07:00:00,41083.44,55356098.26
2018-01-10 08:00:00,1306.29,1325.59,1261.4,1324.74,2018-01-10 08:00:00,89459.32,115076088.06
2018-01-10 09:00:00,1276.12,1314.86,1255.27,1306.55,2018-01-10 09:00:00,51194.78,65935116.74
2018-01-10 10:00:00,1283.51,1297.23,1269.54,1276.12,2018-01-10 10:00:00,30204.06,38818613.98
