time,close,high,low,open,time,volumefrom,volumeto
2018-01-09 18:00:00,14828.05,15034.39,14821.61,14984.42,2018-01-09 18:00:00,3578.73,53754386.73
2018-01-09 19:00:00,14766.7,14866.02,14740.0,14826.3,2018-01-09 19:00:00,3959.27,58809562.87
2018-01-09 20:00:00,14787.79,14832.76,14670.74,14766.7,2018-01-09 20:00:00,3370.87,49937813.87
2018-01-09 21:00:00,14560.19,14816.2,14555.39,14788.27,2018-01-09 21:00:00,3503.31,51775208.44
2018-01-09 22:00:00,14453.24,14628.68,14383.11,14560.19,2018-01-09 22:00:00,4756.74,69462990.16
2018-01-09 23:00:00,14468.5,14477.18,14249.54,14452.83,2018-01-09 23:00:00,7708.95,111041361.43
2018-01-10 00:00:00,14120.44,14517.98,13964.87,14468.09,2018-01-10 00:00:00,9350.97,132736663.57
2018-01-10 01:00:00,14192.79,14342.05,14097.24,14120.01,2018-01-10 01:00:00,5371.42,76717895.76
2018-01-10 02:00:00,14311.66,14327.54,14180.02,14192.79,2018-01-10 02:00:00,3359.98,48068819.74
2018-01-10 03:00:00,14146.16,14382.6,14130.52,14312.08,2018-01-10 03:00:00,4648.52,66581536.77
2018-01-10 04:00:00,14377.76,14408.32,14090.48,14147.44,2018-01-10 04:00:00,5123.34,73372748.41
2018-01-10 05:00:00,14204.56,14373.16,14101.67,14373.16,2018-01-10 05:00:00,4858.93,69280370.12
2018-01-10 06:00:00,14288.08,14348.43,14151.12,14206.9,2018-01-10 06:00:00,3752.23,53804288.64
2018-01-10 07:00:00,14139.68,14301.95,14086.66,14288.08,2018-01-10 07:00:00,4568.26,65227327.09
2018-01-10 08:00:00,13487.9,14141.17,13450.54,14139.68,2018-01-10 08:00:00,14422.58,198613572.74
2018-01-10 09:00:00,13799.23,13886.53,13463.26,13487.73,2018-01-10 09:00:00,7695.28,105925488.33
2018-01-10 10:00:00,13848.66,13926.57,13737.53,13799.22,2018-01-10 10:00:00,4497.61,62572815.45
2018-01-10 11:00:00,14055.14,14104.18,13797.43,13848.51,2018-01-10 11:00:00,5250.94,73726669.2
2018-01-10 12:00:00,13913.57,14093.43,13911.93,14055.53,2018-01-10 12:00:00,4374.66,61523689.21
2018-01-10 13:00:00,13890.32,14095.97,13870.91,13913.57,2018-01-10 13:00:00,5226.39,73311543.36
2018-01-10 14:00:00,13774.17,13923.26,13614.12,13889.93,2018-01-10 14:00:00,5597.73,77352727.66
2018-01-10 15:00:00,14418.4,14513.67,13769.16,13774.17,2018-01-10 15:00:00,14234.3,202752844.9
2018-01-10 16:00:00,14493.96,14665.06,14418.4,14418.4,2018-01-10 16:00:00,9439.38,137962653.3
2018-01-10 17:00:00,14581.02,14590.04,14345.5,14493.96,2018-01-10 17:00:00,4471.5,64915078.69
2018-01-10 18:00:00,14541.3,14712.07,14453.04,14581.02,2018-01-10 18:00:00,4808.07,70674264.58
2018-01-10 19:00:00,14383.87,14565.11,14299.81,14540.46,2018-01-10 19:00:00,4141.72,60006274.22
2018-01-10 20:00:00,14487.52,14535.27,14285.88,14383.87,2018-01-10 20:00:00,2959.56,42832561.04
2018-01-10 21:00:00,14523.93,14638.26,14448.24,14487.52,2018-01-10 21:00:00,3606.14,52712932.93
2018-01-10 22:00:00,14521.51,14547.63,14314.35,14525.18,2018-01-10 22:00:00,4642.96,67398684.92
2018-01-10 23:00:00,14919.49,14919.49,14480.21,14522.36,2018-01-10 23:00:00,5902.35,87027376.04
2018-01-11 00:00:00,14679.84,14979.96,14637.3,14920.36,2018-01-11 00:00:00,5637.34,83913396.19
2018-01-11 01:00:00,14520.1,14741.01,14489.05,14679.84,2018-01-11 01:00:00,3737.09,54829953.76
2018-01-11 02:00:00,14281.42,14585.94,14229.09,14520.1,2018-01-11 02:00:00,4131.55,59973508.41
2018-01-11 03:00:00,13308.18,14296.37,13139.35,14281.01,2018-01-11 03:00:00,18578.15,254778799.0
2018-01-11 04:00:00,13333.79,13617.78,12825.95,13308.18,2018-01-11 04:00:00,24013.03,316606762.64
2018-01-11 05:00:00,13158.02,13675.32,13095.46,13337.63,2018-01-11 05:00:00,12666.81,170654049.29
2018-01-11 06:00:00,13380.0,13583.48,13154.37,13154.37,2018-01-11 06:00:00,6950.64,93798862.47
2018-01-11 07:00:00,13611.69,13672.55,13207.8,13379.79,2018-01-11 07:00:00,6900.06,93830275.64
2018-01-11 08:00:00,13781.89,13875.85,13613.05,13614.08,2018-01-11 08:00:00,5888.61,81706680.85
2018-01-11 09:00:00,13562.63,13803.82,13459.84,13781.89,2018-01-11 09:00:00,3624.29,49836403.93
2018-01-11 10:00:00,13320.08,13638.25,13307.72,13562.63,2018-01-11 10:00:00,4234.05,57436673.3
2018-01-11 11:00:00,13502.58,13509.3,13194.1,13320.08,2018-01-11 11:00:00,6537.87,88138873.28
2018-01-11 12:00:00,13852.69,13913.3,13486.8,13502.58,2018-01-11 12:00:00,5785.25,79987507.23
2018-01-11 13:00:00,13755.77,13933.02,13651.8,13852.69,2018-01-11 13:00:00,4385.15,60851940.16
2018-01-11 14:00:00,13946.23,13958.14,13640.98,13757.1,2018-01-11 14:00:00,6809.13,94270890.48
2018-01-11 15:00:00,13997.59,14254.62,13921.99,13948.5,2018-01-11 15:00:00,8710.69,123483724.45
2018-01-11 16:00:00,13931.71,14174.08,13924.4,13997.17,2018-01-11 16:00:00,4064.98,57522505.91
2018-01-11 17:00:00,13665.06,13935.79,13664.11,13931.71,2018-01-11 17:00:00,5020.54,69768185.27
2018-01-11 18:00:00,13754.01,13893.4,13657.32,13665.06,2018-01-11 18:00:00,3803.23,53033874.71
