date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,NVT (Daily),NVT (Bi-weekly)
7/17/17,3757790669,219898,31795000000,1932.62,1201760000,1925,190.6879168,null,8.461088656,9.841781873
7/18/17,4256487317,249043,36749400000,2233.52,1512450000,1950,209.9692981,null,8.633738871,9.746760091
7/19/17,4434465112,263787,38227800000,2323.08,1245100000,1937.5,215.0179907,null,8.620611288,9.685156473
7/20/17,4238795390,238774,37356800000,2269.89,2249260000,2112.5,227.15089,null,8.813069885,9.698311027
7/21/17,5517509252,304511,46719000000,2838.41,1489450000,2150,288.4218129,null,8.46740764,9.647640257
7/22/17,3593020683,223198,43929600000,2668.63,1177130000,2000,171.0369199,null,12.22636992,9.603971248
7/23/17,3305952386,180859,46231100000,2808.1,1072840000,2150,125.3769382,null,13.9842002,9.755534936
7/24/17,4967853058,239894,44995600000,2732.7,866474000,2225,166.9635299,null,9.057353242,9.801452383
7/25/17,18620423058,243888,45410100000,2757.5,1460090000,1850,168.492933,null,2.438725471,9.418275127
7/26/17,8180309758,237706,42455000000,2577.77,937404000,1837.5,167.53482,null,5.18990127,9.062747145
7/27/17,4551584454,225215,41816500000,2538.71,789104000,1925,166.2705696,null,9.187240272,9.046745283
7/28/17,9231545951,247057,44144400000,2679.73,1380100000,1874.99997,188.4313533,null,4.781907628,8.745980503
7/29/17,10160734333,210977,46246700000,2807.02,803746000,1962.5,156.4666534,null,4.551511582,8.313970368
7/30/17,22268691502,183998,44890700000,2724.39,705943000,1837.5,138.1168222,null,2.015866087,7.602070858
7/31/17,6594613177,230867,45535800000,2763.24,860575000,1812.5,194.8688662,null,6.904999395,7.490921625
8/1/17,6689047245,131726,47321800000,2871.3,1324670000,1862.5,75.94662049,null,7.074520222,7.379548864
8/2/17,5926737885,209169,44950800000,2727.13,1094950000,1900,130.5148568,null,7.584408299,7.305534365
8/3/17,3729394908,212879,44666400000,2709.56,804797000,1724.99999,124.1059642,null,11.97684909,7.531518594
8/4/17,4056042202,235613,46276200000,2806.93,1002120000,2237.5,113.4712362,null,11.40920082,7.741646678
8/5/17,4075922195,239594,47778200000,2897.63,1945700000,2212.5,113.566787,null,11.72205889,7.705624461
8/6/17,3690410805,199487,53720900000,3257.61,1105030000,1750,87.90639939,null,14.55688888,7.746530796
8/7/17,5020630427,248849,52987300000,3212.78,1482280000,1912.5,121.8264918,null,10.55391365,7.853427968
8/8/17,7057922000,275410,55590300000,3370.22,1752760000,2050,159.0631105,null,7.876298434,8.241826036
8/9/17,6123180314,260817,56424900000,3420.4,1468960000,1725,157.9519131,null,9.214966261,8.529330679
8/10/17,7427823198,257831,55134700000,3341.84,1515110000,1675,193.1860029,null,7.422726488,8.40329398
8/11/17,9212240374,283857,55668000000,3373.82,2021190000,1799.999995,234.9447078,null,6.042829728,8.493359844
8/12/17,6577950602,260386,60242100000,3650.63,2219590000,1687.5,210.7524022,null,9.158186743,8.82240807
8/13/17,7438423565,263162,64034100000,3880.04,3159090000,1850,189.7110465,null,8.608557908,9.293314628
8/14/17,9178407107,255232,67112300000,4066.1,2463090000,1625,249.1882738,null,7.311976819,9.322384444
8/15/17,8550156958,310850,71425500000,4326.99,3258050000,1900,350.4503826,null,8.353706294,9.413754878
8/16/17,9812944256,274736,69342700000,4200.34,2272040000,1625,347.5250086,null,7.066452045,9.376758003
8/17/17,10098981727,347140,72389100000,4384.44,2553360000,2237.5,365.3163491,null,7.167960291,9.033265946
8/18/17,9353045628,312101,71406500000,4324.34,2941710000,1862.5,337.9619232,null,7.634571971,8.7636496
8/19/17,8147578289,266681,68333100000,4137.75,2975820000,1887.5,265.9117988,null,8.386921559,8.525425505
8/20/17,6532023130,210722,69192700000,4189.31,2109770000,1625,208.9819963,null,10.59284369,8.24227942
8/21/17,8441196697,236657,67567100000,4090.48,2800890000,1437.5,297.9649648,null,8.004445629,8.060174561
8/22/17,6053667061,196194,66051000000,3998.35,3764240000,1112.5,334.1847451,null,10.91090728,8.276932336
8/23/17,8413233818,315575,67553000000,4089.01,2369820000,1987.499999,541.9706816,null,8.029373896,8.192247167
8/24/17,5684214367,203704,68363900000,4137.6,2037750000,1262.499182,386.0000518,null,12.02697428,8.52112201
8/25/17,4751050826,208068,71595100000,4332.82,1727970000,1262.5,425.8158792,null,15.0693189,9.165871236
8/26/17,5259878902,226380,72249100000,4372.06,1511610000,1312.5,425.3131221,null,13.73588658,9.492849795
8/27/17,4650175825,261736,71809200000,4345.1,1537460000,1937.5,358.8427278,null,15.44225481,9.980971003
8/28/17,6517025771,223642,72467900000,4384.45,1959330000,1612.5,378.1784669,null,11.1197811,10.25295702
8/29/17,7018030613,280967,72553800000,4389.21,2486080000,1862.5,461.7601417,null,10.33819942,10.39470653
8/30/17,5835254306,271298,75556600000,4570.36,1937850000,2100,388.4975306,null,12.948296,10.81483824
8/31/17,6226919988,280561,75322300000,4555.59,1944930000,2037.49997,413.2149269,null,12.09623701,11.16685801
9/1/17,6543906418,283496,77748400000,4701.76,2599080000,2174.99999,382.7420165,null,11.88103787,11.470177
9/2/17,5610016659,236647,81060600000,4901.42,2722140000,2050,290.49926,null,14.44926191,11.90320131
9/3/17,5010712910,195135,75841700000,4585.27,1933190000,1925,239.1352699,null,15.13591007,12.22770605
9/4/17,8545309304,269105,75955500000,4591.63,2987330000,2187.49998,325.4017002,null,8.888560647,12.29085713
9/5/17,25112357218,277751,69954400000,4228.29,2697970000,2462.5,281.9048031,null,2.785656456,11.71048207
9/6/17,8919302510,276063,72418700000,4376.59,2172100000,2025,272.599878,null,8.119323223,11.71690702
9/7/17,8659631981,256198,75945000000,4589.14,1844620000,2200,257.3357948,null,8.770003178,11.48426623
9/8/17,8472648110,279313,76220200000,4605.16,2700890000,2187.5,217.7657246,null,8.996030404,11.05045991
9/9/17,6635864057,217721,70017200000,4229.81,1386230000,2112.5,144.8504163,null,10.55133128,10.82299167
9/10/17,5750112287,193102,70018100000,4229.34,1679090000,1725,143.23842,null,12.17682308,10.58974655
9/11/17,8802227084,253318,68256000000,4122.47,1557330000,2175,159.7338304,null,7.75440117,10.34936227
9/12/17,8348960668,256042,69033400000,4168.88,1864530000,2350,148.9079562,null,8.268502242,10.20152675
9/13/17,9572197287,263130,68432200000,4131.98,2219410000,2375,133.7314867,null,7.149058669,9.787295515
9/14/17,9855261811,267894,64191600000,3875.37,2716310000,2175,153.7350359,null,6.513434268,9.388523891
9/15/17,9379883364,291899,52453500000,3166.3,4148070000,2250,174.8166479,null,5.592127105,8.939315979
9/16/17,7138624475,228088,60271600000,3637.75,1818400000,2112.5,119.9178055,null,8.443027114,8.510299208
9/17/17,5034999230,197507,59757800000,3606.28,1239150000,2200,99.41066001,null,11.86848245,8.27691152
9/18/17,6932868302,218077,59514100000,3591.09,1943210000,1587.5,168.3081004,null,8.58434019,8.255181488
9/19/17,6686534393,282761,67520300000,4073.79,1563980000,1950,173.7034153,null,10.0979515,8.777488277
9/20/17,6333634653,235606,64918500000,3916.36,1213830000,1462.5,146.4070095,null,10.24980182,8.929665319
9/21/17,6533128092,255081,64677600000,3901.47,1411480000,2200,136.3488442,null,9.899943654,9.010375353
9/22/17,5720887456,227476,60152300000,3628.02,1194830000,1737.5,117.1641681,null,10.51450504,9.118837827
9/23/17,4014142522,203695,60190000000,3629.92,928114000,2075,99.69585805,null,14.99448504,9.436205953
9/24/17,3647802335,185132,62954300000,3796.15,768015000,1812.5,83.67519444,null,17.25814455,9.799157487
9/25/17,6352360019,226478,61061100000,3681.58,1374210000,1562.5,147.3704968,null,9.612348767,9.93186803
9/26/17,6767415215,263510,65161000000,3928.41,1043740000,1725,150.0856113,null,9.628639285,10.02902068
9/27/17,6953996512,257814,64579200000,3892.94,1686880000,1837.5,143.4986526,null,9.28663106,10.18170442
9/28/17,8005723669,275799,69633200000,4197.13,1712320000,2212.5,134.4516022,null,8.697926993,10.33773961
9/29/17,6921384214,254269,69219200000,4171.62,1367050000,2112.5,115.3321625,null,10.0007741,10.65264297
9/30/17,6117273737,212540,69136600000,4166.11,1207450000,1725,101.4414579,null,11.30186468,10.85684565
10/1/17,5393408389,203523,72047300000,4341.05,1208210000,1625,119.0534979,null,13.35839877,10.96326825
10/2/17,7085722429,294852,72963200000,4395.81,1431730000,1875,180.47324,null,10.29721397,11.08561637
10/3/17,5502221558,281949,73181300000,4408.46,1288020000,2287.5,152.5344188,null,13.30031865,11.31435689
10/4/17,4721678649,232692,71712500000,4319.37,1116770000,1675,136.732834,null,15.18792475,11.66707995
10/5/17,5756696356,273118,70233700000,4229.88,1161770000,1562.5,160.3442403,null,12.2003482,11.83139456
10/6/17,4941275865,283540,71810600000,4324.46,1069940000,1987.5,149.0212022,null,14.53280528,12.11841601
10/7/17,3833663482,231068,72565100000,4369.35,906928000,1975,108.2155643,null,18.92839587,12.39940964
10/8/17,4765572899,238203,73575400000,4429.67,1313870000,2275,111.7964751,null,15.43894125,12.26946654
10/9/17,10500282356,296785,76656500000,4614.52,1968740000,2012.5,149.3409866,null,7.300422731,12.10432897
10/10/17,7720480608,302941,79351800000,4776.21,1597140000,2000,167.2582099,null,10.27809071,12.15071836
10/11/17,7500621260,292320,79578200000,4789.25,1222280000,1737.5,148.1728918,null,10.60954783,12.24521241
10/12/17,8328690405,293011,80256700000,4829.58,2791610000,1912.5,174.4145147,null,9.636172807,12.31222997
10/13/17,8710528466,309683,90812400000,5464.16,3615480000,1700,281.5345822,null,10.42559018,12.34257398
10/14/17,7436979779,292999,93803000000,5643.53,1669030000,1762.5,227.5956389,null,12.6130503,12.43623009
10/15/17,6631326174,283278,97011900000,5835.96,1976040000,2437.5,162.7073282,null,14.62933619,12.52701134
10/16/17,9828202678,314551,94559000000,5687.57,2008070000,2175,193.4194609,null,9.621189458,12.47872387
10/17/17,14637440376,334274,95469300000,5741.58,1821570000,2050,209.1372614,null,6.522267388,11.99457735
10/18/17,10358498063,329428,93190200000,5603.82,2399270000,1887.5,192.2026716,null,8.996497314,11.55233254
10/19/17,9336231341,356807,92867000000,5583.74,1780540000,2225,191.5123957,null,9.946947179,11.39137532
10/20/17,9450194220,312230,94947900000,5708.11,2354430000,2237.5,161.9724456,null,10.04719033,11.07097425
10/21/17,8132101209,312104,99763200000,5996.79,2207100000,1912.5,167.7673012,null,12.26782567,10.59521924
10/22/17,7672719185,288949,1.00E+11,6036.66,2034630000,2275,155.3319302,null,13.09027446,10.42745732
10/23/17,14296685309,315925,99941600000,6006,2401840000,2137.5,185.6443395,null,6.990543461,10.40532309
10/24/17,12064521030,347053,98781600000,5935.52,2735700000,2087.5,199.7905691,null,8.187776353,10.25601492
10/25/17,9021986468,315230,91954200000,5524.6,1966990000,2312.5,141.9753754,null,10.19223431,10.22620681
10/26/17,8733216874,265647,95685100000,5747.95,1905040000,2250,112.6505176,null,10.95645526,10.3205127
10/27/17,9780217060,246588,98225400000,5899.74,1710130000,1300,166.66746,null,10.04327403,10.29320441
10/28/17,6965317471,206981,96369600000,5787.82,1403920000,1062.5,175.0382808,null,13.83563641,10.38053199
10/29/17,8492465811,333871,95819800000,5754.44,2859040000,1925,278.857125,null,11.28291855,10.14150216
10/30/17,10040929640,315930,1.02E+11,6114.85,1772150000,1837.5,263.5909742,null,10.14179002,10.17868791
10/31/17,10261139374,277397,1.02E+11,6132.02,2311380000,1725,231.8949993,null,9.953085742,10.42374636
11/1/17,12050590911,351373,1.07E+11,6440.97,2870320000,1950,296.9376042,null,8.903048887,10.41707148
11/2/17,13198172317,341324,1.13E+11,6777.77,4653770000,1875,277.5907948,null,8.554972408,10.31764471
11/3/17,11133920200,277479,1.18E+11,7087.53,3369860000,1487.5,271.7738527,null,10.60578825,10.35754456
11/4/17,8075799853,293991,1.19E+11,7164.48,2483800000,1625,273.249729,null,14.78194138,10.53712425
11/5/17,7906084143,251587,1.23E+11,7404.52,2380410000,1762.5,197.6563993,null,15.60671475,10.71686999
11/6/17,10365132174,270896,1.23E+11,7403.22,3111900000,1662.5,240.3378973,null,11.9032732,11.06777925
11/7/17,13186823103,335480,1.17E+11,7023.1,2326340000,1950,294.127314,null,8.876739991,11.11699094
11/8/17,13615015832,301202,1.19E+11,7141.38,4602200000,1800,262.1693912,null,8.743361114,11.0135
11/9/17,14514360424,341128,1.24E+11,7446.83,3226250000,1912.5,361.32994,null,8.553322115,10.84184763
11/10/17,14919581333,271625,1.20E+11,7173.73,5208250000,1500,319.9729572,null,8.016779917,10.69709805
11/11/17,9589797520,194554,1.10E+11,6618.61,4908680000,1000,317.0579268,null,11.50827218,10.53085775
11/12/17,11582517510,185886,1.05E+11,6295.45,8957350000,1000,583.6104671,null,9.063659943,10.37233928
11/13/17,24717087646,309159,99029000000,5938.25,6263250000,1750,783.3862644,null,4.006499529,9.934104243
11/14/17,23482168188,271867,1.09E+11,6561.48,3197110000,1600,615.0868792,null,4.660302197,9.556048275
11/15/17,19653332646,321636,1.11E+11,6634.76,4200880000,1900,603.509962,null,5.630953385,9.322327168
11/16/17,25779850795,310244,1.22E+11,7323.24,5123810000,1900,502.6402592,null,4.738739606,9.04973911
11/17/17,27276055666,306450,1.31E+11,7853.57,4651670000,2087.5,401.1664327,null,4.803700418,8.635304266
11/18/17,19518236322,270738,1.28E+11,7697.21,3667190000,1700,289.9883924,null,6.579744086,8.04943303
11/19/17,21435790610,264695,1.30E+11,7766.03,3149320000,2000,247.4435441,null,6.04572989,7.366505541
11/20/17,23942095652,336029,1.34E+11,8039.07,3488450000,2187.5,329.0181743,null,5.603811878,6.916544018
11/21/17,24510232855,370918,1.37E+11,8205.74,4277610000,2162.5,310.2965518,null,5.588155805,6.681645147
11/22/17,20348301782,311885,1.35E+11,8077.95,3633530000,1850,256.4031823,null,6.627137805,6.530486339
11/23/17,22127414859,352050,1.37E+11,8232.38,4225180000,1962.5,265.9195691,null,6.211480233,6.363211919
11/24/17,18132626557,305586,1.35E+11,8074.02,5058610000,1862.5,233.5364872,null,7.434995673,6.321655902
11/25/17,18063710661,336533,1.38E+11,8241.71,4342060000,1950,195.6397653,null,7.619254016,6.04386889
11/26/17,14579400038,329524,1.47E+11,8789.04,5475580000,1912.5,191.2220773,null,10.06824695,6.115625105
11/27/17,18273427258,379086,1.56E+11,9352.72,5653320000,2125,236.5030831,null,8.549080465,6.440095172
11/28/17,23584545236,365821,1.64E+11,9823.43,6348820000,1950,245.2309135,null,6.958115934,6.604224725
11/29/17,28458302001,397917,1.68E+11,10077.4,11568800000,2162.499999,290.9021286,null,5.916270057,6.624604487
11/30/17,22924917044,384219,1.66E+11,9906.79,8310690000,2087.5,270.6311441,null,7.220833109,6.80189688
12/1/17,19570122510,412725,1.70E+11,10198.6,6783120000,2287.5,247.0519056,null,8.708989937,7.080846131
12/2/17,18449211954,326193,1.83E+11,10978.3,5138500000,2012.5,190.2958534,null,9.945682258,7.321270287
12/3/17,18202697113,352868,1.85E+11,11082.7,6608310000,2200,187.4511427,null,10.17750275,7.61639692
12/4/17,24984064000,400505,1.89E+11,11315.4,6132410000,2262.5,226.1199096,null,7.571706509,7.756960822
12/5/17,27862582838,405531,1.95E+11,11685.7,6895260000,2225,219.679754,null,7.012594674,7.858706455
12/6/17,33519822353,443399,1.99E+11,11923.4,12656300000,2350,257.1699543,null,5.948420546,7.810226651
12/7/17,41078503263,374765,2.39E+11,14266.1,17950700000,1900,364.605605,null,5.80839079,7.781434548
12/8/17,34519751834,384936,2.98E+11,17802.9,21136000000,1950,641.4296648,null,8.62656839,7.866546885
12/9/17,39313620236,403225,2.76E+11,16523.3,13911300000,2175,567.0884245,null,7.031023812,7.824530442
12/10/17,25646823085,341256,2.54E+11,15168.4,13433300000,2050,458.1002969,null,9.895260678,7.812174279
12/11/17,34997845471,368427,2.58E+11,15427.4,12153900000,2137.5,483.6386507,null,7.376082628,7.72838872
12/12/17,45542037889,372821,2.83E+11,16919.8,14603800000,1950,537.9440791,null,6.217442458,7.675483471
12/13/17,48353069371,424393,2.93E+11,17500,12976900000,2325,604.2979452,null,6.057526519,7.685573219
12/14/17,37521936560,490459,2.74E+11,16384.6,13777400000,2312.5,644.6079443,null,7.309564088,7.691911146
12/15/17,35932354892,405507,2.78E+11,16601.3,14310000000,2112.499999,592.7039343,null,7.734978708,7.622338915
12/16/17,34015547808,364051,2.97E+11,17760.3,12740600000,2137.5,534.0113834,null,8.742355163,7.53638698
12/17/17,37469204186,391725,3.26E+11,19475.8,13314600000,2312.5,535.4386753,null,8.704241445,7.431154029
12/18/17,46053266584,394057,3.20E+11,19106.4,14839500000,2275,587.1254837,null,6.948475618,7.386637537
12/19/17,27921654891,378482,3.20E+11,19118.3,16894500000,1750,662.5955054,null,11.46930586,7.70497405
12/20/17,28925969429,370141,2.98E+11,17760.3,22149700000,1700,911.5917428,null,10.28577454,8.01478505
12/21/17,21021432317,335350,2.79E+11,16642.4,16516600000,1650,1128.76167,null,13.26393919,8.547324222
12/22/17,21320968720,380493,2.66E+11,15898,22198000000,1937.5,1495.946477,null,12.4938507,8.823558672
12/23/17,17876947895,308072,2.34E+11,13948.7,13086000000,1737.5,1065.615595,null,13.07538632,9.255298852
12/24/17,16206983431,279371,2.45E+11,14608.2,11572300000,1900,881.1213628,null,15.10608072,9.627500284
12/25/17,19532753166,228791,2.35E+11,13995.9,10664700000,1687.5,689.394412,null,12.01008368,9.958500359
12/26/17,24633024693,247298,2.35E+11,14036.6,13454300000,1775,725.6238182,null,9.551973537,10.19668115
12/27/17,27522917857,307486,2.71E+11,16163.5,12487600000,1950,784.8171235,null,9.845467745,10.46724838
12/28/17,22350204742,304904,2.66E+11,15864.1,12336500000,1862.5,785.8338917,null,11.90092006,10.79520238
12/29/17,21928912582,353659,2.46E+11,14695.8,13025500000,2062.5,785.7950496,null,11.23758413,11.04538848
12/30/17,20847802427,344260,2.46E+11,14681.9,14452600000,1825,778.5711097,null,11.81054938,11.26454521
12/31/17,13686043242,290259,2.16E+11,12897.7,12136300000,2037.5,545.1445262,null,15.80632153,11.77183664
1/1/18,14286973592,241601,2.37E+11,14112.2,10291200000,1950,469.4130365,null,16.56928939,12.45903763
1/2/18,21070141546,340809,2.29E+11,13625,16846600000,2137.5,649.1649763,null,10.84847957,12.41469289
1/3/18,20793365454,395806,2.51E+11,14978.2,16871900000,1962.5,749.6854726,null,12.0861628,12.54329205
1/4/18,22292265232,424840,2.56E+11,15270.7,21783200000,2100,778.2610948,null,11.49501844,12.41694057
1/5/18,25900974434,342564,2.60E+11,15477.2,23840900000,1787.499999,701.3560209,null,10.02850301,12.24084431
1/6/18,32777363199,358679,2.93E+11,17462.1,18314600000,2100,694.4779056,null,8.94187242,11.94559332
1/7/18,38152383783,368025,2.94E+11,17527.3,15866000000,2025,686.1140025,null,7.711759288,11.4174275
1/8/18,28755019698,345506,2.77E+11,16476.2,18413900000,2075,694.5264055,null,9.619607391,11.24667919
1/9/18,23699755586,360101,2.54E+11,15123.7,16660000000,2050,752.4182028,null,10.71466746,11.32972876
1/10/18,21480822245,347227,2.45E+11,14588.5,18500800000,2075,720.3257009,null,11.40463792,11.44109806
1/11/18,18718517841,337766,2.51E+11,14968.2,16534100000,2412.5,697.4408335,null,13.42985605,11.55030777
1/12/18,16490708794,299913,2.26E+11,13453.9,12065700000,2225,617.6357942,null,13.70383789,11.72646875
1/13/18,12748028051,265586,2.34E+11,13952.4,12763600000,1862.5,528.466321,null,18.38645154,12.19617605
1/14/18,12266702310,234890,2.41E+11,14370.8,11084100000,1937.5,491.3244648,null,19.68312215,12.47309038
1/15/18,13172946669,273473,2.31E+11,13767.3,12750800000,1875,510.1176178,null,17.56129481,12.54394791
1/16/18,28204175767,303566,2.33E+11,13836.1,18853800000,1987.5,606.3824601,null,8.244062933,12.35791815
1/17/18,17637597012,315604,1.92E+11,11431.1,18830600000,2087.5,675.0966865,null,10.89281039,12.27267869
1/18/18,15128920554,309322,1.88E+11,11198.8,15020400000,2162.5,656.8975354,null,12.44252684,12.34035786
1/19/18,11760289034,243454,1.92E+11,11429.8,10740400000,2062.5,491.4899943,null,16.33888414,12.79109937
1/20/18,10643662158,240433,1.96E+11,11656.2,11801700000,2225,429.4031975,null,18.41274151,13.46759002
1/21/18,9135857725,215435,2.17E+11,12889.2,9935180000,2337.5,343.3626963,null,23.72409975,14.61132863
1/22/18,11990946776,245395,1.96E+11,11633.1,10537400000,2087.5,314.6125395,null,16.31605941,15.08964663
1/23/18,11920415582,271759,1.84E+11,10944.5,9660610000,2212.5,285.9580052,null,15.44300186,15.4273848
1/24/18,11955565338,250247,1.83E+11,10903.4,9940990000,2200,283.498099,null,15.34172536,15.70860533
1/25/18,9754662057,236422,1.92E+11,11421.7,8873170000,1975,220.8544664,null,19.69960608,16.15644462
1/26/18,11742366541,220304,1.89E+11,11256,9746200000,1937.5,209.132216,null,16.12945732,16.32970315
1/27/18,6929334038,193421,1.88E+11,11174.9,7583270000,1962.5,168.2546936,null,27.13882733,16.95487285
1/28/18,11038244789,213288,1.93E+11,11475.3,8350360000,1975,155.3448557,null,17.4967129,16.79870076
1/29/18,9673896110,232028,1.98E+11,11755.5,7107360000,1850,145.7511292,null,20.4541167,17.0053309
1/30/18,9215469711,236442,1.90E+11,11306.8,8637860000,2087.5,160.3009039,null,20.65429175,17.89177581
1/31/18,7689823496,204159,1.70E+11,10108.2,8041160000,1462.5,162.2062363,null,22.13093709,18.69449915
2/1/18,10437874264,257504,1.72E+11,10237.3,9959400000,2000,214.0275449,null,16.51409048,18.98532512
2/2/18,10418735070,235750,1.54E+11,9142.28,12726900000,2100,274.3625824,null,14.77655387,18.8737301
2/3/18,6166344342,194733,1.49E+11,8852.12,7263790000,1975,146.9277694,null,24.17720966,19.28547783
2/4/18,5630156386,173509,1.55E+11,9175.7,7073550000,2225,111.3166981,null,27.45092488,19.55167962
2/5/18,12235146915,216178,1.39E+11,8270.54,9285290000,2312.499999,173.7675019,null,11.38727642,19.19962369
2/6/18,10209584543,243950,1.19E+11,7051.75,13999800000,2125,164.2699857,null,11.63710428,18.92777387
2/7/18,7383538359,213578,1.31E+11,7755.49,9169280000,1762.5,123.521091,null,17.69923763,19.0961676
2/8/18,7389507380,173158,1.29E+11,7637.86,9346750000,1637.5,87.98500449,null,17.41848183,18.93323015
2/9/18,7502707124,177725,1.39E+11,8271.84,6784820000,1687.5,88.36425123,null,18.58155965,19.10838032
2/10/18,11259806019,181640,1.47E+11,8720.08,7780960000,1787.5,88.79565618,null,13.05359966,18.10229263
2/11/18,9520593485,147057,1.45E+11,8616.13,6122190000,1887.5,61.96458348,null,15.25587667,17.9422329
2/12/18,11113984445,186752,1.37E+11,8141.43,6256440000,2075,69.96971094,null,12.35002628,17.3633693
2/13/18,8924752165,182820,1.51E+11,8926.72,5696720000,2050,68.57325292,null,16.86500613,17.09270604
2/14/18,9585133738,196238,1.45E+11,8599.92,7909820000,2237.5,63.75846926,null,15.12999234,16.59263856
2/15/18,9046158952,198052,1.60E+11,9488.32,9062540000,1637.5,64.08005499,null,17.68982845,16.67661984
2/16/18,6879188520,187581,1.71E+11,10135.7,7296160000,1962.5,58.25713445,null,24.85176842,17.39627802
2/17/18,11315638700,173640,1.72E+11,10207.5,8660880000,1862.5,48.63875388,null,15.21708183,16.75626889
2/18/18,14588036499,159333,1.88E+11,11123.4,8744010000,2025,44.58328081,null,12.86417127,15.71435792
2/19/18,15274937955,187205,1.78E+11,10552.6,7652090000,2025,50.9081119,null,11.65667583,15.73360073
2/20/18,11256696602,198314,1.90E+11,11231.8,9926540000,1762.5,52.23072575,null,16.83762179,16.10506627
2/21/18,12215613119,205032,1.92E+11,11372.2,9405340000,2112.5,40.68256761,null,15.71161416,15.96309316
2/22/18,12015582852,183086,1.80E+11,10660.4,8040080000,1862.5,37.60222865,null,14.97522028,15.78857448
2/23/18,7347626606,185045,1.68E+11,9937.07,7739500000,1850,73.94810594,null,22.82995707,16.09203144
2/24/18,6208455871,154389,1.74E+11,10287.7,6917930000,1812.5,96.10766905,null,27.975072,17.15785089
2/25/18,4384695642,144698,1.65E+11,9796.42,5706940000,2137.5,41.44060303,null,37.723713,18.76269635
2/26/18,6386756347,186333,1.63E+11,9669.43,7287690000,1762.5,46.19035139,null,25.56587274,19.70668538
2/27/18,7116756940,219464,1.76E+11,10393.9,6966180000,2000,50.54578675,null,24.66516722,20.26383974
2/28/18,9233137527,189068,1.81E+11,10687.2,6936190000,1937.499999,51.29908837,null,19.55023409,20.5795713
3/1/18,9757408494,233579,1.75E+11,10385,7317280000,2062.5,52.05574602,null,17.97885167,20.60021581
3/2/18,7917264413,194917,1.85E+11,10977.4,7620590000,1950,42.01376982,null,23.42425241,20.49825038
3/3/18,6657283231,176844,1.88E+11,11101.9,6690570000,2250,37.96379904,null,28.17680929,21.4239452
3/4/18,5268982642,160083,1.94E+11,11497.4,6084150000,1850,33.46586197,null,36.87410136,23.13894021
3/5/18,8062165667,201289,1.95E+11,11532.4,6468540000,1862.5,44.53138052,null,24.17501799,24.0331075
3/6/18,7260012005,205860,1.94E+11,11500.1,6832170000,1950,37.24003205,null,26.77378493,24.74283344
3/7/18,7144578485,213821,1.83E+11,10803.9,8797910000,1962.5,34.8377064,null,25.56217982,25.44644528
3/8/18,7230854771,196260,1.68E+11,9951.44,7186090000,2025,35.63080068,null,23.26709709,26.03872219
3/9/18,7513778456,198034,1.59E+11,9414.69,8704190000,1825,34.8459414,null,21.18574575,25.92127853
3/10/18,4169223799,156088,1.58E+11,9350.59,5386320000,1750,40.27322368,null,37.92528481,26.63200801
3/11/18,4125518665,150731,1.50E+11,8852.78,6296370000,1912.5,39.61038377,null,36.29022486,26.529616
3/12/18,6416998189,188233,1.62E+11,9602.93,6457400000,2012.5,33.46783473,null,25.31105592,26.5114148
3/13/18,5711389197,195982,1.55E+11,9173.04,5991140000,1975,60.67628875,null,27.16817129,26.6902008
3/14/18,6195101928,190898,1.56E+11,9214.65,6438230000,1800,37.04036657,null,25.1635892,27.09115474
3/15/18,6800060235,206042,1.40E+11,8290.76,6834430000,1800,36.64624829,null,20.62849374,27.28041489
3/16/18,4971515728,186823,1.41E+11,8322.91,5289380000,1950,29.65177072,null,28.32818153,27.63069554
3/17/18,3413899967,154347,1.41E+11,8321.91,4426150000,1862.5,21.51541723,null,41.25311268,28.56471721
3/18/18,3900493413,164250,1.34E+11,7890.52,6639190000,1887.5,25.33293823,null,34.23848879,28.37645917
3/19/18,5371659508,191373,1.41E+11,8344.12,6729110000,1937.5,30.78064883,null,26.2935504,28.52778291
3/20/18,5042975778,195041,1.46E+11,8619.67,6361790000,1587.5,31.3790795,null,28.93569322,28.68220494
3/21/18,6020064793,194694,1.51E+11,8937.48,6043130000,1900,31.0252744,null,25.13527764,28.65171192
3/22/18,5156476494,185044,1.51E+11,8939.44,5530390000,1787.5,27.7247885,null,29.35454087,29.08652934
3/23/18,5165293490,179685,1.48E+11,8736.25,5954120000,1662.499999,26.25767336,null,28.64135412,29.61907279
3/24/18,4266640988,156931,1.51E+11,8901.95,5664600000,1950,21.76498898,null,35.33505641,29.43405648
3/25/18,5402066610,135139,1.46E+11,8612.81,4569880000,1687.5,20.23147507,null,27.00485028,28.77081544
3/26/18,6203275507,187700,1.44E+11,8498.47,5921040000,1875,26.98506764,null,23.20709435,28.62053247
3/27/18,5969723258,186913,1.39E+11,8200,5378250000,1900,27.51028124,null,23.27059295,28.34213401
3/28/18,5267277711,177386,1.33E+11,7836.83,4935290000,1687.5,24.09273355,null,25.20865754,28.34535318
3/29/18,4954102782,192259,1.35E+11,7979.07,6361230000,1900,27.20122872,null,27.29152098,28.8212837
3/30/18,5652727052,185778,1.22E+11,7171.45,6289510000,2025,25.7646693,null,21.50006517,28.3335611
