Date,BIT,LTC,ETH,DASH
2017/12/15,25.642,0.311,1.077,0.517
2017/12/16,26.893,0.319,1.132,0.472
2017/12/17,26.519,0.373,0.959,0.639
2017/12/18,28.091,0.582,0.867,0.584
2017/12/19,32.071,0.366,1.121,0.696
2017/12/20,41.619,1.505,1.4,0.876
2017/12/21,54.901,1.434,1.328,0.793
2017/12/22,55.16,0.931,1.013,0.586
2017/12/23,52.183,0.825,0.958,0.624
2017/12/24,43.204,0.663,0.894,0.532
2017/12/25,41.658,0.599,0.721,0.507
2017/12/26,44.669,0.613,0.68,0.569
2017/12/27,40.103,0.649,0.679,0.613
2017/12/28,36.963,0.714,0.621,0.524
2017/12/29,32.435,0.368,0.682,0.673
2017/12/30,30.028,0.688,0.603,0.944
2017/12/31,25.17,0.826,0.664,0.733
2018/1/1,26.274,0.431,0.635,0.751
2018/1/2,26.522,0.411,0.776,0.679
2018/1/3,28.461,0.439,0.889,0.74
2018/1/4,27.264,0.504,1.045,0.719
2018/1/5,32.515,0.458,2.452,0.637
2018/1/6,32.498,0.538,2.959,0.558
2018/1/7,31.195,0.346,2.731,0.64
2018/1/8,31.109,0.299,2.795,0.509
2018/1/9,31.427,0.291,2.997,0.517
2018/1/10,29.724,0.288,4.15,0.523
2018/1/11,28.626,0.262,3.269,0.478
2018/1/12,28.751,0.295,2.569,0.441
2018/1/13,28.579,0.353,2.772,0.585
2018/1/14,28.909,0.305,2.791,0.613
2018/1/15,25.987,0.31,2.459,0.98
2018/1/16,24.48,0.258,1.98,0.946
2018/1/17,22.989,0.23,1.548,0.454
2018/1/18,24.552,0.247,1.868,0.471
2018/1/19,23.337,0.271,1.878,0.641
2018/1/20,22.403,0.267,2.029,0.408
2018/1/21,19.1,0.265,1.429,0.486
2018/1/22,14.38,0.252,1.265,0.601
2018/1/23,11.364,0.248,1.527,0.354
2018/1/24,12.569,0.248,1.437,0.605
2018/1/25,10.635,0.236,1.438,0.501
2018/1/26,10.523,0.251,1.055,0.574
2018/1/27,9.824,0.312,1.061,1.209
2018/1/28,8.529,0.294,1.187,1.244
2018/1/29,7.143,0.271,1.62,1.128
2018/1/30,7.309,0.252,1.336,0.98
2018/1/31,8.068,0.248,1.34,1.088
2018/2/1,8.108,0.226,1.708,0.808
2018/2/2,10.181,0.191,1.14,0.788
2018/2/3,6.859,0.205,1.043,0.797
2018/2/4,5.663,0.26,0.958,0.851
2018/2/5,6.193,0.225,0.775,0.545
2018/2/6,4.614,0.175,0.708,0.843
2018/2/7,4.588,0.222,0.83,0.682
2018/2/8,4.195,0.239,0.783,0.951
2018/2/9,4.127,0.251,0.74,0.904
2018/2/10,4.248,0.277,0.783,0.889
2018/2/11,3.469,0.249,0.69,0.892
2018/2/12,3.245,0.25,0.665,0.788
2018/2/13,3.247,0.248,0.717,1.595
2018/2/14,2.942,0.33,0.761,0.958
2018/2/15,3.183,0.378,0.761,0.939
2018/2/16,3.124,0.325,0.798,0.936
2018/2/17,3.001,0.337,0.849,0.916
2018/2/18,3.014,0.342,0.957,0.712
2018/2/19,2.965,0.364,0.761,1.063
2018/2/20,3.042,0.402,0.79,1.25
2018/2/21,2.153,0.365,0.758,0.804
2018/2/22,2.121,0.352,0.671,0.849
2018/2/23,4.015,0.345,0.723,1.028
2018/2/24,6.209,0.314,0.722,0.461
2018/2/25,2.763,0.311,0.668,0.526
2018/2/26,2.464,0.416,0.638,0.457
2018/2/27,2.436,0.36,0.715,0.453
2018/2/28,2.878,0.213,0.905,0.503
2018/3/1,2.377,0.275,0.723,0.579
2018/3/2,2.371,0.255,0.852,0.556
2018/3/3,2.44,0.289,0.651,0.672
2018/3/4,2.356,0.286,0.736,0.443
2018/3/5,2.552,0.264,0.726,0.514
2018/3/6,1.999,0.258,0.604,0.44
2018/3/7,1.699,0.235,0.609,0.393
2018/3/8,1.765,0.385,0.579,0.346
2018/3/9,1.571,0.214,0.529,0.428
2018/3/10,2.387,0.238,0.487,0.374
2018/3/11,2.382,0.253,0.417,0.469
2018/3/12,1.681,0.271,0.542,0.464
2018/3/13,2.839,0.234,0.389,0.329
2018/3/14,1.705,0.213,0.415,0.312
2018/3/15,1.445,0.203,0.362,0.286
2018/3/16,1.322,0.197,0.392,0.309
2018/3/17,1.129,0.204,0.308,0.319
2018/3/18,1.187,0.17,0.27,0.256
2018/3/19,1.345,0.21,0.289,0.302
2018/3/20,1.39,0.2,0.312,0.39
2018/3/21,1.434,0.21,0.361,0.362
2018/3/22,1.32,0.216,0.378,0.377
2018/3/23,1.249,0.199,0.348,0.358
2018/3/24,1.232,0.18,0.334,0.276
2018/3/25,1.281,0.206,0.332,0.275
2018/3/26,1.184,0.198,0.347,0.363
2018/3/27,1.175,0.178,0.286,0.241
2018/3/28,1.078,0.162,0.286,0.4
2018/3/29,1.068,0.165,0.276,0.279
2018/3/30,0.958,0.145,0.215,0.282
2018/3/31,0.95,0.143,0.193,0.405
2018/4/1,0.925,0.132,0.176,0.221
2018/4/2,0.892,0.176,0.199,0.167
